Tipo de inmueble,Dirección,Precio,Habitaciones,m2,Provincia,C. Autónoma
Piso,Calle 1 de Mayo 4,345000,3,103,Cantabria,Cantabria
Duplex,ANDRES DE LA LLOSA,342000,4,138,Cantabria,Cantabria
Piso,Calle Ataúlfo Argenta 4,196000,2,78,Cantabria,Cantabria
Piso,Calle República Argentina 2,175000,3,110,Cantabria,Cantabria
Ático,Subida Campijo 4,249000,2,64,Cantabria,Cantabria
Piso,Calle Los Caserios 15,225000,3,96,Cantabria,Cantabria
Piso,Calle Venancio Bosco 12,205000,3,100,Cantabria,Cantabria
Piso,Avenida de la Libertad 19,225000,2,60,Cantabria,Cantabria
Piso,Calle Bajada del Chorrillo 4,299000,3,95,Cantabria,Cantabria
Piso,Paseo Menéndez Pelayo 6,285000,2,61,Cantabria,Cantabria
Chalet,Barrio el Campillo 20,235000,3,95,Cantabria,Cantabria
Piso,Paseo Menéndez Pelayo 31,180000,2,72,Cantabria,Cantabria
Duplex,Calle Leonardo Rucabado 13,300000,3,89,Cantabria,Cantabria
Piso,Calle Doctor Manuel Díaz Munío 18,258000,2,69,Cantabria,Cantabria
Piso,Calle Arturo Dúo Vital,240000,3,96,Cantabria,Cantabria
Piso,Calle del Voluntariado,228000,2,65,Cantabria,Cantabria
Piso,Calle 1 de Mayo,229000,3,117,Cantabria,Cantabria
Chalet,BARRIO SAMANO,380000,3,106,Cantabria,Cantabria
Piso,1 DE MAYO,249000,2,60,Cantabria,Cantabria
Chalet,Barrio Baltezana,299000,3,114,Cantabria,Cantabria
Piso,RESAMANO,259000,3,98,Cantabria,Cantabria
Chalet,BRAZOMAR LA LOMA,360000,3,83,Cantabria,Cantabria
Piso,SUBIDA CAMPIJO,260000,2,72,Cantabria,Cantabria
Ático,santa ana,275000,3,125,Cantabria,Cantabria
Chalet,BARRIO SAMANO,325000,4,145,Cantabria,Cantabria
Chalet,BARRIO SAMANO,399000,4,140,Cantabria,Cantabria
Duplex,NICOLAS TORRE,299000,3,20,Cantabria,Cantabria
Chalet,PACO LABIANO,383000,4,128,Cantabria,Cantabria
Piso,Plaza Porticada San Cristóbal,206000,3,116,Cantabria,Cantabria
Chalet,Montealegre,280000,3,101,Cantabria,Cantabria
Chalet,LA LOMA MONTECUETO,335000,4,156,Cantabria,Cantabria
Piso,El Puntal,320000,3,103,Cantabria,Cantabria
Piso,Centro,185000,2,74,Cantabria,Cantabria
Piso,Calle Nuestra Señora 27,125000,2,73,Cantabria,Cantabria
Piso,Zona Playa,129000,2,67,Cantabria,Cantabria
Piso,El Puntal,390000,3,100,Cantabria,Cantabria
Chalet,Carlos V,750000,6,250,Cantabria,Cantabria
Piso,El Puntal,390000,3,114,Cantabria,Cantabria
Piso,Avenida Derechos Humanos,117000,2,55,Cantabria,Cantabria
Piso,Zona Playa,68000,1,41,Cantabria,Cantabria
Piso,Centro,495000,4,140,Cantabria,Cantabria
Piso,El Puntal,169000,1,53,Cantabria,Cantabria
Piso,Chinchapapa,157000,1,45,Cantabria,Cantabria
Piso,Centro,245000,2,60,Cantabria,Cantabria
Piso,Subida Campijo 1,249000,3,93,Cantabria,Cantabria
Piso,Avenida Francia 61,295000,4,124,Cantabria,Cantabria
Piso,Avenida de la Constitución 10,250000,2,78,Cantabria,Cantabria
Piso,Calle Río Cubas 11,164000,3,65,Cantabria,Cantabria
Piso,Avenida de la Libertad,360000,3,114,Cantabria,Cantabria
Piso,Zona Playa,132000,2,66,Cantabria,Cantabria
Piso,Ris,110000,1,55,Cantabria,Cantabria
Piso,Zona Playa,195000,3,104,Cantabria,Cantabria
Piso,Calle Joaquín Salas,145000,3,85,Cantabria,Cantabria
Piso,Cuesta de la Atalaya,315000,4,149,Cantabria,Cantabria
Piso,Calle Tantín,190000,5,197,Cantabria,Cantabria
Piso,Avenida de Cantabria,480000,3,140,Cantabria,Cantabria
Piso,Centro,179000,3,106,Cantabria,Cantabria
Piso,Centro,225000,3,86,Cantabria,Cantabria
Piso,PRIMERO DE MAYO,249000,2,80,Cantabria,Cantabria
Chalet,El Puntal,440000,4,145,Cantabria,Cantabria
Piso,Calle Amos de Escalante,625000,4,149,Cantabria,Cantabria
Chalet,Lugar Barrio Brazomar,410000,4,141,Cantabria,Cantabria
Chalet,Carretera SAMANO 520,310000,3,100,Cantabria,Cantabria
Chalet,Barrio Baltezana s/n,590000,4,1700,Cantabria,Cantabria
Duplex,Cuatro Caminos,405000,4,162,Cantabria,Cantabria
Piso,Tregadín,165000,2,71,Cantabria,Cantabria
Chalet,OTAÑES,410000,4,761,Cantabria,Cantabria
Chalet,Barrio Sámano 22,310000,3,109,Cantabria,Cantabria
Piso,Avenida Derechos Humanos,129900,2,70,Cantabria,Cantabria
Piso,Las Brisas,1450000,4,157,Cantabria,Cantabria
Duplex,CASTILLA,795000,6,254,Cantabria,Cantabria
Chalet,Valdenoja,525000,5,168,Cantabria,Cantabria
Piso,Calle San Fernando,259000,2,71,Cantabria,Cantabria
Piso,Calle del Monte,249000,3,110,Cantabria,Cantabria
Piso,PRIMERO DE MAYO,243000,2,77,Cantabria,Cantabria
Piso,Calle Leonardo Rucabado 5,170000,2,74,Cantabria,Cantabria
Chalet,Avenida de Francia,395000,5,194,Cantabria,Cantabria
Piso,subida campijo,165000,1,40,Cantabria,Cantabria
Piso,Peñacastillo - Nuevamontaña,140000,2,67,Cantabria,Cantabria
Piso,Calle Santander 8,293000,5,62,Cantabria,Cantabria
Chalet,los naranjos,235000,3,118,Cantabria,Cantabria
Piso,Calle Doctor Manuel Díaz Munío 14,222800,2,63,Cantabria,Cantabria
Ático,Calle Santa Ana 4,275000,3,95,Cantabria,Cantabria
Piso,Calle Leonardo Rucabado 20,174000,2,65,Cantabria,Cantabria
Piso,RESAMANO 10,184900,2,71,Cantabria,Cantabria
Piso,Calle Joaquín Costa 13,295000,1,60,Cantabria,Cantabria
Chalet,Avenida los Infantes,1750000,4,134,Cantabria,Cantabria
Piso,CANALEJAS,370000,2,6,Cantabria,Cantabria
Piso,Centro,225000,3,90,Cantabria,Cantabria
Piso,Alisal - Cazoña - San Román,140000,3,120,Cantabria,Cantabria
Duplex,Calle Eleazar Ortiz,385000,4,25,Cantabria,Cantabria
Ático,Calle Miguel de Cervantes,398000,3,113,Cantabria,Cantabria
Piso,TERESA DE CALCUTA,178000,2,63,Cantabria,Cantabria
Duplex,Paseo Menéndez Pelayo,330000,3,101,Cantabria,Cantabria
Piso,LEONARDO RUCABADO,174000,2,64,Cantabria,Cantabria
Duplex,LEONARDO RUCABADO,300000,3,103,Cantabria,Cantabria
Ático,HERMANOS TONETI,265000,3,113,Cantabria,Cantabria
Piso,RESAMANO,220000,2,66,Cantabria,Cantabria
Piso,Calle Girasol 7,174900,2,55,Cantabria,Cantabria
Piso,Avenida de la Libertad,195000,3,83,Cantabria,Cantabria
Piso,Calle Francisco Tomás y Valiente,167000,2,67,Cantabria,Cantabria
Ático,Paseo Ocharan Mazas 7,750000,4,124,Cantabria,Cantabria
Piso,Avenida de Chinchapapa 11,157000,1,50,Cantabria,Cantabria
Piso,Calle de Silvestre Ochoa 15,245000,3,83,Cantabria,Cantabria
Piso,Centro,360000,2,78,Cantabria,Cantabria
Piso,Calle Nuestra Señora 19,185000,4,146,Cantabria,Cantabria
Piso,TRANSARROLLO,168000,2,100,Cantabria,Cantabria
Duplex,Calle Ataúlfo Argenta 6,370000,3,99,Cantabria,Cantabria
Chalet,Barrio Mioño 120,220000,3,103,Cantabria,Cantabria
Chalet,Barrio Mioño 2075,410000,4,80,Cantabria,Cantabria
Piso,Paseo Menéndez Pelayo,495000,3,103,Cantabria,Cantabria
Piso,BRAZOMAR,176000,2,66,Cantabria,Cantabria
Chalet,Calle del Alto de la Cruz 54,324900,3,82,Cantabria,Cantabria
Piso,Calle Emperador,120000,3,117,Cantabria,Cantabria
Piso,Avenida LIBERTAD,196000,2,69,Cantabria,Cantabria
Chalet,samano el moral,340000,4,50,Cantabria,Cantabria
Chalet,Calle de Montecerredo,384900,3,90,Cantabria,Cantabria
Chalet,MIOÑO LAS TORRES,295000,3,105,Cantabria,Cantabria
Piso,LEONARDO RUCABADO,240000,3,116,Cantabria,Cantabria
Duplex,CONCHA ESPINA,265000,4,40,Cantabria,Cantabria
Chalet,LA RIBERA OTAÑES,225900,3,115,Cantabria,Cantabria
Piso,ATAULFO ARGENTA,187000,2,61,Cantabria,Cantabria
Piso,MENENDEZ PELAYO,250000,2,66,Cantabria,Cantabria
Ático,Calle de Silvestre Ochoa,460000,2,79,Cantabria,Cantabria
Chalet,Avenida Derechos Humanos,319000,5,180,Cantabria,Cantabria
Piso,Calle Martínez Balaguer,245000,3,105,Cantabria,Cantabria
Piso,Avenida de la Reina Victoria 1,265000,3,97,Cantabria,Cantabria
Piso,Calle Floranes,199900,2,75,Cantabria,Cantabria
Piso,Calle Espíritu Santo,107800,2,70,Cantabria,Cantabria
Piso,Calle San Lorenzo,155000,3,86,Cantabria,Cantabria
Estudio,Urbanizacion la playa,89500,0,30,Cantabria,Cantabria
Piso,Avenida Nueva Montaña,120000,3,95,Cantabria,Cantabria
Piso,Helgueras,169600,2,72,Cantabria,Cantabria
Piso,Calle Augusto González Linares,220000,3,75,Cantabria,Cantabria
Piso,Centro,189000,1,41,Cantabria,Cantabria
Piso,Calle San Fernando,350000,3,112,Cantabria,Cantabria
Piso,Calle Javier Echevarría 14,190000,5,190,Cantabria,Cantabria
Piso,Calle Zancajo Osorio,135000,2,75,Cantabria,Cantabria
Piso,Calle El Pelegrín,109900,3,83,Cantabria,Cantabria
Duplex,Avenida RIOMAR 1,379000,3,82,Cantabria,Cantabria
Piso,Menendez Pelayo,240000,2,77,Cantabria,Cantabria
Piso,Centro,209000,3,114,Cantabria,Cantabria
Chalet,El Puntal,310000,4,131,Cantabria,Cantabria
Piso,Brazomar,169000,2,74,Cantabria,Cantabria
Piso,Calle Castilla 19,249000,2,62,Cantabria,Cantabria
Chalet,Calle Pintor Francisco Velasco,239900,3,13,Cantabria,Cantabria
Piso,ATAULFO ARGENTA,245000,2,79,Cantabria,Cantabria
Piso,Calle León Felipe,209000,2,77,Cantabria,Cantabria
Piso,Avenida de Francia,350000,3,91,Cantabria,Cantabria
Chalet,Barrio Mioño,290000,2,78,Cantabria,Cantabria
Piso,Leonardo Rucabado,170000,2,79,Cantabria,Cantabria
Chalet,rocio 12,1750000,9,50,Cantabria,Cantabria
Chalet,Río Cubas 1,780000,9,330,Cantabria,Cantabria
Piso,Calle Castelar 3,2500000,4,50,Cantabria,Cantabria
Piso,Calle Isaac Peral 24,240000,4,150,Cantabria,Cantabria
Piso,Calle Castelar 35,1150000,5,175,Cantabria,Cantabria
Piso,Calle San Lorenzo 1 C,142000,3,87,Cantabria,Cantabria
Piso,Barrio Brazomar,185000,2,80,Cantabria,Cantabria
Piso,Calle Girasol,159900,1,52,Cantabria,Cantabria
Chalet,Avenida de la Libertad,485000,6,250,Cantabria,Cantabria
Chalet,Tregadín,325000,3,4000,Cantabria,Cantabria
Piso,Ris,125000,2,67,Cantabria,Cantabria
Chalet,El Arco-Rota-Fonegra,300000,3,115,Cantabria,Cantabria
Piso,Tregadín,145000,2,70,Cantabria,Cantabria
Chalet,Avenida de Francia,465000,5,175,Cantabria,Cantabria
Piso,Centro,245000,3,111,Cantabria,Cantabria
Piso,Calle de Morales Erostarbe,184000,3,116,Cantabria,Cantabria
Chalet,Avenida de Valdecilla,369000,4,137,Cantabria,Cantabria
Piso,Calle San Fernando,365000,3,135,Cantabria,Cantabria
Chalet,Paseo Menéndez Pelayo,850000,8,323,Cantabria,Cantabria
Piso,Calle Eduardo García,113000,2,64,Cantabria,Cantabria
Piso,Calle Somorrostro,255000,2,73,Cantabria,Cantabria
Piso,Calle Alta,187000,3,98,Cantabria,Cantabria
Chalet,Barrio de Santullán,260000,3,120,Cantabria,Cantabria
Piso,Avenida LA LIBERTAD,175000,2,63,Cantabria,Cantabria
Piso,Calle el Arco,139500,2,68,Cantabria,Cantabria
Piso,Puerto Chico,450000,3,130,Cantabria,Cantabria
Piso,Zona Playa,430000,4,121,Cantabria,Cantabria
Piso,Calle Belchite,95000,2,57,Cantabria,Cantabria
Piso,Calle Lealtad,495000,3,30,Cantabria,Cantabria
Duplex,concha espina,265000,4,156,Cantabria,Cantabria
Piso,Calle Castelar 3,990000,3,84,Cantabria,Cantabria
Piso,Calle Castelar Santander 1,2000000,4,70,Cantabria,Cantabria
Piso,MANUEL DIAZ MUNIO,258000,2,75,Cantabria,Cantabria
Piso,Calle Castelar 3,2500000,4,50,Cantabria,Cantabria
Piso,Zona Playa,210000,2,63,Cantabria,Cantabria
Chalet,Aureliano Linares Rivas,497900,4,159,Cantabria,Cantabria
Chalet,Calle Paco Labiano,383000,4,138,Cantabria,Cantabria
Piso,Victorino Gainza,210000,2,76,Cantabria,Cantabria
Piso,Calle Ruiz de Alda,245000,3,111,Cantabria,Cantabria
Piso,Calle Castelar 1,1000000,4,125,Cantabria,Cantabria
Piso,Poeta José Hierro,152000,1,51,Cantabria,Cantabria
Piso,Calle Ataúlfo Argenta,187000,2,65,Cantabria,Cantabria
Estudio,Residencia Casablanca,68000,0,35,Cantabria,Cantabria
Duplex,Ataulfo Argenta,370000,3,105,Cantabria,Cantabria
Piso,Monte,355000,2,62,Cantabria,Cantabria
Piso,Calle Ernest Lluch,290000,2,67,Cantabria,Cantabria
Chalet,bº santullan,340000,3,115,Cantabria,Cantabria
Chalet,san roman,180000,2,72,Cantabria,Cantabria
Piso,BRAZOMAR,185000,2,60,Cantabria,Cantabria
Piso,Avenida de Chinchapapa,157000,1,48,Cantabria,Cantabria
Piso,republica argentina,360000,3,140,Cantabria,Cantabria
Chalet,brazomar,360000,3,89,Cantabria,Cantabria
Piso,Andres de la Llosa,220000,2,72,Cantabria,Cantabria
Piso,OCHO DE MARZO,220000,2,80,Cantabria,Cantabria
Piso,El Sardinero,960000,5,160,Cantabria,Cantabria
Piso,Zona Playa,390000,3,109,Cantabria,Cantabria
Piso,Avenida Ris,105000,2,64,Cantabria,Cantabria
Piso,Peñacastillo - Nuevamontaña,119000,3,114,Cantabria,Cantabria
Piso,Calle Castelar Santander 1,995000,3,81,Cantabria,Cantabria
Piso,CA-451,155000,2,72,Cantabria,Cantabria
Piso,Calle Cádiz,349000,4,137,Cantabria,Cantabria
Piso,Calle la Maza,165000,2,30,Cantabria,Cantabria
Piso,Calle los Nogales,175000,2,63,Cantabria,Cantabria
Piso,Calle los Nogales,149000,2,80,Cantabria,Cantabria
Piso,Calle la Brava,145000,2,75,Cantabria,Cantabria
Duplex,Avenida Doctor Diego Madrazo,540000,4,163,Cantabria,Cantabria
Piso,Calle Los Pinares,250000,3,80,Cantabria,Cantabria
Piso,Avenida de la Reina Victoria,825000,4,200,Cantabria,Cantabria
Piso,Calle Arrabal,269000,3,84,Cantabria,Cantabria
Piso,Calle José María de Cossío,95000,3,95,Cantabria,Cantabria
Piso,Avenida Reina Victoria,825000,4,200,Cantabria,Cantabria
Piso,El Sardinero,799000,4,151,Cantabria,Cantabria
Ático,Plaza HERMANDAD DE LAS MARISMAS,145000,1,48,Cantabria,Cantabria
Piso,Calle libertad,345000,3,81,Cantabria,Cantabria
Piso,Valdenoja,239000,2,70,Cantabria,Cantabria
Piso,leonardo rucabado,170000,2,71,Cantabria,Cantabria
Piso,CARLOS HAYA,145000,3,100,Cantabria,Cantabria
Chalet,Cotolino,485000,4,435,Cantabria,Cantabria
Chalet,Centro,210000,8,135,Cantabria,Cantabria
Piso,Avenida Ris,113000,2,73,Cantabria,Cantabria
Piso,Calle del Monte,159000,2,68,Cantabria,Cantabria
Piso,Calle portugal,112000,3,106,Cantabria,Cantabria
Piso,Menendez pelayo,155000,3,104,Cantabria,Cantabria
Piso,Avenida del Deporte,125000,4,139,Cantabria,Cantabria
Piso,Avenida de los Castros 145,285000,3,87,Cantabria,Cantabria
Piso,MENENDEZ PELAYO,266900,2,75,Cantabria,Cantabria
Piso,Calle Pérez Galdós 3,165000,1,59,Cantabria,Cantabria
Chalet,Calle Aureliano Linares Rivas 17,620000,5,195,Cantabria,Cantabria
Chalet,Calle Paco Labiano 5,790000,4,130,Cantabria,Cantabria
Duplex,Paseo Menéndez Pelayo 42,186000,2,78,Cantabria,Cantabria
Piso,Avenida Cantabria 26,355000,2,62,Cantabria,Cantabria
Piso,Calle Castelar 21,399000,2,77,Cantabria,Cantabria
Piso,Calle la Torre 20,235000,1,47,Cantabria,Cantabria
Chalet,Avenida de España,375000,3,87,Cantabria,Cantabria
Piso,julio romero garmendia,273000,2,68,Cantabria,Cantabria
Piso,Calle la Sotavesilla 4,310000,3,106,Cantabria,Cantabria
Piso,Calle Garelly de la Cámara,360000,2,110,Cantabria,Cantabria
Piso,Calle Castilla,145000,3,80,Cantabria,Cantabria
Chalet,Puente Barrio el 17,275000,3,112,Cantabria,Cantabria
Chalet,Calle Santo Domingo 4,845000,6,233,Cantabria,Cantabria
Chalet,Calle la Piedra del Cormoran 22,290000,4,148,Cantabria,Cantabria
Chalet,Barrio Adal Primosto 17,370000,5,164,Cantabria,Cantabria
Piso,Avenida de la Libertad 33,159900,2,74,Cantabria,Cantabria
Chalet,Barrio Campo el Agua,260000,3,104,Cantabria,Cantabria
Chalet,Calle República de Perú,312000,5,200,Cantabria,Cantabria
Duplex,Dalia,360000,3,98,Cantabria,Cantabria
Chalet,Barrio Somocueva,3000000,5,370,Cantabria,Cantabria
Chalet,El Palacio,680000,4,4189,Cantabria,Cantabria
Chalet,Barcena de Cicero,325000,3,110,Cantabria,Cantabria
Piso,Ris,179000,2,63,Cantabria,Cantabria
Piso,Palacio,155000,3,80,Cantabria,Cantabria
Chalet,Isla,348000,3,103,Cantabria,Cantabria
Chalet,Arnuero,239000,3,113,Cantabria,Cantabria
Piso,El Puntal,207000,2,79,Cantabria,Cantabria
Piso,Calle José María Pereda 6,219000,4,190,Cantabria,Cantabria
Chalet,Calle Bellavista,315000,5,241,Cantabria,Cantabria
Chalet,Meruelo,325000,6,250,Cantabria,Cantabria
Chalet,Barrio Arenas,525000,5,260,Cantabria,Cantabria
Piso,clara campoamor,189900,2,69,Cantabria,Cantabria
Chalet,Avenida CHINCHAPAPA,545000,4,155,Cantabria,Cantabria
Piso,Calle Los Caserios 8,350000,3,300,Cantabria,Cantabria
Piso,Paseo Ocharan Mazas 2,495000,4,50000,Cantabria,Cantabria
Chalet,Barrio la Pesquera,890000,4,2731,Cantabria,Cantabria
Chalet,Calle La Arnía 9 A,1290000,5,3217,Cantabria,Cantabria
Piso,Barrio Sámano-Vallegón 1,800000,3,625,Cantabria,Cantabria
Duplex,Calle San Andrés 8,420000,3,97,Cantabria,Cantabria
Duplex,Calle San Andrés 8,420000,3,97,Cantabria,Cantabria
Piso,Calle de Resamano 3,320000,3,92,Cantabria,Cantabria
Piso,Subida Campijo 5,260000,2,170,Cantabria,Cantabria
Piso,Calle República Argentina 5,360000,4,139,Cantabria,Cantabria
Piso,Calle Marina 1,350000,2,77,Cantabria,Cantabria
Chalet,Barrio Sámano-Helguera,335000,4,144,Cantabria,Cantabria
Piso,Calle de la Ronda,220000,3,97,Cantabria,Cantabria
Chalet,Avenida CHINCHAPAPA,490000,7,278,Cantabria,Cantabria
Piso,Calle Teresa de Calcuta,200000,2,76,Cantabria,Cantabria
Piso,Calle Antonio Burgos,299000,2,79,Cantabria,Cantabria
Chalet,Avenida DE ESPAÑA,375000,4,153,Cantabria,Cantabria
Piso,Venancio Bosco,205000,3,84,Cantabria,Cantabria
Piso,MANUEL DIAZ MUNIO,222800,2,67,Cantabria,Cantabria
Piso,LEONARDO RUCABADO,185000,2,61,Cantabria,Cantabria
Piso,Avenida DE LA LIBERTAD,225000,2,72,Cantabria,Cantabria
Piso,Calle Calderón de la Barca 4,360000,5,178,Cantabria,Cantabria
Chalet,BARRIO POMAR,265000,4,141,Cantabria,Cantabria
Chalet,Calle República Dominicana,339000,4,159,Cantabria,Cantabria
Piso,Calle Floranes 10,240000,3,102,Cantabria,Cantabria
Piso,Calle Francisco Tomás y Valiente 11,175000,2,67,Cantabria,Cantabria
Chalet,Arnuero,230000,5,220,Cantabria,Cantabria
Piso,Calle Alta 47,125000,3,97,Cantabria,Cantabria
Piso,Zona Playa,190000,2,77,Cantabria,Cantabria
Piso,Centro,89900,3,106,Cantabria,Cantabria
Piso,Avenida de Francia,299900,3,139,Cantabria,Cantabria
Chalet,El Valle s/n,270000,3,23,Cantabria,Cantabria
Chalet,Barrio Casasola,540000,4,140,Cantabria,Cantabria
Piso,Santoña,220000,9,610,Cantabria,Cantabria
Chalet,Ajo,339000,3,739,Cantabria,Cantabria
Piso,Tregadín,195000,3,76,Cantabria,Cantabria
Piso,Calle Madrid,115000,5,187,Cantabria,Cantabria
Chalet,Bº de Arriba 11,570000,4,414,Cantabria,Cantabria
Piso,Pasaje de Peña 1,590000,5,160,Cantabria,Cantabria
Piso,Santoña,203000,3,101,Cantabria,Cantabria
Chalet,La concha 6,1150000,6,2700,Cantabria,Cantabria
Duplex,Calle san antonio 21,109000,2,60,Cantabria,Cantabria
Piso,Avenida de Cantabria,142000,3,119,Cantabria,Cantabria
Piso,Santoña,149000,2,68,Cantabria,Cantabria
Chalet,Limpias,254800,4,137,Cantabria,Cantabria
Piso,Calle los Indianos,125000,3,105,Cantabria,Cantabria
Piso,Calle San Fernando,270000,4,114,Cantabria,Cantabria
Duplex,Barrio Cóbreces 53,205000,3,94,Cantabria,Cantabria
Chalet,Barrio la Calzada 1028,475000,6,214,Cantabria,Cantabria
Chalet,Barrio Ruiloba 124,629000,6,212,Cantabria,Cantabria
Piso,Travesía Conde de Albox 11,120000,3,100,Cantabria,Cantabria
Chalet,Barrio Prado s/n,310000,3,100,Cantabria,Cantabria
Piso,Calle la Torre 60,265000,3,102,Cantabria,Cantabria
Chalet,Avenida de los Castros 11,1100000,14,569,Cantabria,Cantabria
Chalet,Urbanización Torres-Urbanización Fuente Cori,240000,3,162,Cantabria,Cantabria
Chalet,Avenida Parayas 12,395000,5,76,Cantabria,Cantabria
Piso,Calle Hermandad de Donantes de Sangre 2,134999,3,107,Cantabria,Cantabria
Piso,Avenida de España,165000,3,91,Cantabria,Cantabria
Piso,Calle Doctor Federico de la Lastra,135000,2,65,Cantabria,Cantabria
Piso,Avenida Alisas,159900,3,100,Cantabria,Cantabria
Ático,Calle San Marcial,150000,2,61,Cantabria,Cantabria
Piso,Calle Juan José Pérez del Molino 18,230000,3,104,Cantabria,Cantabria
Chalet,San Esteban,1050000,7,4000,Cantabria,Cantabria
Piso,Tregadín,165000,2,75,Cantabria,Cantabria
Piso,Calle joaquín costa,795000,5,185,Cantabria,Cantabria
Chalet,Barrio la Venta,495000,5,280,Cantabria,Cantabria
Piso,Calle Don Daniel,800000,4,183,Cantabria,Cantabria
Piso,Calle Joaquín Bustamante,350000,4,127,Cantabria,Cantabria
Piso,El Arco-Rota-Fonegra,175000,2,71,Cantabria,Cantabria
Chalet,Samano,325000,3,100,Cantabria,Cantabria
Piso,Ris,167000,2,70,Cantabria,Cantabria
Piso,Tregadín,125000,2,67,Cantabria,Cantabria
Chalet,Rasines,120000,3,20,Cantabria,Cantabria
Piso,Palacio,124000,2,65,Cantabria,Cantabria
Chalet,Argoños,234000,3,250,Cantabria,Cantabria
Piso,Helgueras,165000,2,73,Cantabria,Cantabria
Chalet,marques de alvarado,315000,4,185,Cantabria,Cantabria
Chalet,Barrio Samano 22,310000,3,27,Cantabria,Cantabria
Piso,MARIA ABURTO,550000,4,144,Cantabria,Cantabria
Piso,Calle Hernán Cortés,660000,5,225,Cantabria,Cantabria
Chalet,Barrio Bucarrero,339000,3,7518,Cantabria,Cantabria
Piso,Calle Calderón de la Barca,299000,5,140,Cantabria,Cantabria
Duplex,TERESA DE CALCUTA,230000,2,68,Cantabria,Cantabria
Chalet,Avenida José María de Pereda,398000,4,143,Cantabria,Cantabria
Piso,Calle Hernán Cortés,525000,3,111,Cantabria,Cantabria
Piso,Calle Macías Picavea,127000,2,65,Cantabria,Cantabria
Piso,Calle Macías Picavea,127000,2,65,Cantabria,Cantabria
Duplex,TERESA DE CALCUTA,230000,2,70,Cantabria,Cantabria
Piso,Calle Hernán Cortés,525000,3,104,Cantabria,Cantabria
Chalet,Barrio Bucarrero,339000,3,7518,Cantabria,Cantabria
Piso,Avenida de la Reina Victoria,540000,4,150,Cantabria,Cantabria
Chalet,Avenida José María de Pereda,398000,4,154,Cantabria,Cantabria
Duplex,Tregadín,139000,2,25,Cantabria,Cantabria
Chalet,Suances,349990,5,110,Cantabria,Cantabria
Piso,Avenida de Pontejos 29,830000,4,182,Cantabria,Cantabria
