Tipo de inmueble,Dirección,Precio,Habitaciones,m2
Piso,Paseo de la Constitución 31,340000,4,134
Chalet,Avenida de la Ilustración 48,650000,5,168
Piso,Calle de Ramón Salanova 10,104000,3,85
Piso,Calle de la Constitución 7,140000,3,102
Piso,Calle de Alfonso Solans 3,258000,3,105
Piso,Calle del Cuatro de Agosto 14,249000,1,47
Piso,Calle de Luis Royo Villanova 17,122000,3,85
Piso,Calle de Fernando Díaz de Mendoza 4,199000,3,116
Piso,Paseo de Cuéllar,184500,3,119
Piso,Calle Híspalis 2,270000,3,99
Piso,Paseo de Calanda 27,180000,3,107
Chalet,Calle Termas de Caracalla s/n,389000,5,164
Piso,Avenida de San José 206,155000,3,101
Chalet,Calle de Inocencio Ruiz Lasala,328000,5,270
Piso,Calle de María Moliner 17,125000,3,90
Piso,Via Gran 33,210000,2,73
Piso,Avenida Diputación,135000,3,95
Chalet,Camino del Plano 50,480000,5,700
Piso,Calle Bruna Pablo 4,149500,3,79
Chalet,Urbanización Parquemuel,125000,5,1.225
Piso,Calle del Monasterio de Siresa 33,110000,3,117
Piso,Calle de Felipe Sanclemente,595000,11,300
Piso,Paseo Gran Vía,238000,2,90
Piso,Calle del Cuatro de Agosto,140000,2,76
Piso,Calle Tomás Bretón,290000,5,135
Piso,Paseo Pamplona,550000,5,186
Piso,Calle de Cantín y Gamboa 28,118000,2,65
Piso,Calle Vidal de Canellas,98000,2,61
Casa Rural,Pastriz,130000,1,228
Casa Rural,Paniza,33500,4,127
Casa Rural,Pastriz,130000,1,228
Casa Rural,Paniza,33500,4,124
Piso,Tarazona,55000,2,72
Piso,Grupo San Jorge 11,102000,3,87
Casa Rural,Camino De La Torre Alta,498000,5,176
Duplex,Calle Arquitecto Medarde 2,130000,2,71
Piso,C. de Joaquín Sorolla 13,159000,3,112
Piso,Calle de Casta Álvarez,80000,1,56
Piso,Avenida del Tenor Fleta 59,265000,3,81
Chalet,Calle Río Alfambra,179900,5,40
Piso,Calle Andrés Duarte,89000,2,60
Casa Rural,77 m² baño de 7 m² cocina de 18 m² salón-comedor de 26 m² y al fondo gran bodega rectangular de 75 m² con chimenea y acceso a terreno.  Planta primera hall de 12 m² salón de 21 m² tres dormitorios de 16,76 con baño de 7,6,249
Piso,Piscis 51,149000,3,104
Chalet,Calle de las Bellas Artes,600000,4,42
Chalet,Calle Mariano Abenoza Camerano,265000,4,134
Chalet,Camino Monzalbarba,959000,6,208
Piso,Calle de los Lagos de Coronas,255500,3,98
Piso,Calle del Coso,448000,4,172
Piso,Avenida de San Juan de la Peña 133,117000,3,115
Chalet,Calle de la Callejuela 11,225000,8,304
Chalet,Avenida de las Cortes de Aragón 10,105000,3,109
Piso,Calle de Florencio Jardiel 3,158000,1,48
