C. Autónoma,Provincia,Tipo de inmueble,Direccion,m2,Habitaciones,Precio
Castilla y León,Valladolid,Piso,Plaza Madrid 3,144,5,360000
Castilla y León,Valladolid,Piso,Galatea,61,2,220000
Castilla y León,Valladolid,Piso,Jorge Guillen 2,25,3,490000
Castilla y León,Valladolid,Chalet,francisco salcillo,98,3,298000
Castilla y León,Valladolid,Chalet,EL PLANTIO s/n,283,7,322000
Castilla y León,Valladolid,Chalet,Calle El Molino 2,1707,4,419000
Castilla y León,Valladolid,Chalet,Fuente Berrocal s/n,200,6,525000
Castilla y León,Valladolid,Piso,Mino 1,8,4,174000
Castilla y León,Valladolid,Chalet,Opera s/n,244,6,650000
Castilla y León,Valladolid,Chalet,FRANCISCO ZURBARAN 74,160,3,245000
Castilla y León,Valladolid,Chalet,Calle Las Hilanderas 22,100,4,190000
Castilla y León,Valladolid,Casa Rural,Plaza mayor 10,458,7,315000
Castilla y León,Valladolid,Piso,Calle Capuletti 22,124,3,329000
Castilla y León,Valladolid,Piso,Calle de la Galana 9,107,2,158000
Castilla y León,Valladolid,Piso,Calle Arribes del Duero 4,63,2,154000
Castilla y León,Valladolid,Piso,PENA UBINA 3,77,2,178000
Castilla y León,Valladolid,Chalet,Real 8,184,5,157000
Castilla y León,Valladolid,Chalet,OLIVO,152,4,205000
Castilla y León,Valladolid,Chalet,Rio Tajo 82,163,5,262000
Castilla y León,Valladolid,Chalet,C Sauces 5,233,5,275000
Castilla y León,Valladolid,Atico,Calle Gamazo 18,5,3,645000
Castilla y León,Valladolid,Duplex,Calle Ribera del Carrion 1,40,5,385000
Castilla y León,Valladolid,Chalet,Henchidero,144,4,146000
Castilla y León,Valladolid,Piso,HERNANDO DE SOTO 5,72,2,142500
Castilla y León,Valladolid,Piso,Avenida Madrid 53,79,3,110000
Castilla y León,Valladolid,Piso,Paseo Zorrilla,218,6,390000
Castilla y León,Valladolid,Piso,Po Zorrilla - Cuatro de Marzo,158,4,250000
Castilla y León,Valladolid,Chalet,Covaresa - Parque Alameda,345,4,742000
Castilla y León,Valladolid,Piso,Centro,143,4,450000
Castilla y León,Valladolid,Piso,Calle Iglesia,115,3,70314
Castilla y León,Valladolid,Piso,Avenida Libertad,129,4,128500
Castilla y León,Valladolid,Chalet,olivo,128,4,165000
Castilla y León,Valladolid,Chalet,Berrojo,179,5,398000
Castilla y León,Valladolid,Piso,Calle Manuel Azana,68,2,195000
Castilla y León,Valladolid,Chalet,Conde de Carpio,114,3,189000
Castilla y León,Valladolid,Piso,Calle Caamano,90,3,86528
Castilla y León,Valladolid,Piso,Po Zorrilla - Cuatro de Marzo,101,3,199000
Castilla y León,Valladolid,Piso,Federico Landrove Moino,132,4,199000
Castilla y León,Valladolid,Chalet,Calle San Buenaventura 1,137,4,47000
Castilla y León,Valladolid,Piso,Calle de la Antigua 2,53,1,146000
Castilla y León,Valladolid,Chalet,Camino Viejo de Simancas,629,7,640000
Castilla y León,Valladolid,Piso,Calle de Montes y Martin-Baro 7,49,1,59000
Castilla y León,Valladolid,Chalet,Aldeamayor de San Martin,112,3,235000
Castilla y León,Valladolid,Atico,juan de austria 1,95,3,395000
Castilla y León,Valladolid,Chalet,Camino Torrecilla 6,105,3,85000
Castilla y León,Valladolid,Piso,Calle Nueva del Carmen 28 B,113,3,96000
Castilla y León,Valladolid,Chalet,Avenida Castilla y Leon 52,1200,5,750000
Castilla y León,Valladolid,Piso,Poniente 1,217,6,510000
Castilla y León,Valladolid,Piso,Calle Federico Landrove Moino s/n,132,4,199000
Castilla y León,Valladolid,Piso,Calle Kilimanjaro s/n,61,2,172000
Castilla y León,Valladolid,Chalet,Avenida Santander s/n,127,4,449000
Castilla y León,Valladolid,Chalet,Fuente Berrocal s/n,294,7,610000
Castilla y León,Valladolid,Chalet,La Vega s/n,163,5,399900
Castilla y León,Valladolid,Chalet,El Soto s/n,120,3,349000
Castilla y León,Valladolid,Piso,Mariano Garcia Abril 10,111,3,295000
Castilla y León,Valladolid,Chalet,El Plantio s/n,200,5,350000
Castilla y León,Valladolid,Piso,San Juan s/n,81,3,299999
Castilla y León,Valladolid,Piso,Poniente s/n,130,4,390000
Castilla y León,Valladolid,Piso,Plaza Parquesol s/n,142,4,250000
Castilla y León,Valladolid,Chalet,Aldeamayor Golf s/n,202,6,320000
Castilla y León,Valladolid,Chalet,El Peral s/n,157,4,322000
Castilla y León,Valladolid,Piso,Avenida Valladolid 1,79,2,75000
Castilla y León,Valladolid,Piso,Paulina Harriet 4,134,4,169000
Castilla y León,Valladolid,Chalet,Calle Alonso de Castaneda 20,19,3,165000
Castilla y León,Valladolid,Piso,Calle de la Reja,36,1,74872
Castilla y León,Valladolid,Chalet,Zona Panorama,236,4,215467
Castilla y León,Valladolid,Casa Rural,Calle Santiago,88,3,54995
Castilla y León,Valladolid,Atico,Calle Real,65,2,130000
Castilla y León,Valladolid,Piso,Calle divina pastora 5,143,4,310000
Castilla y León,Valladolid,Chalet,Carril Hondo,150,4,190000
Castilla y León,Valladolid,Piso,Calle Arboleda,109,3,96164
Castilla y León,Valladolid,Piso,Calle Perfeccion,85,3,86127
Castilla y León,Valladolid,Piso,Avenida Valladolid,103,3,79159
Castilla y León,Valladolid,Piso,Zorrilla,261,7,700000
Castilla y León,Valladolid,Piso,Calle Real,55,1,85000
Castilla y León,Valladolid,Atico,Plaza de la Universidad,12083,3,550000
Castilla y León,Valladolid,Chalet,Calle de la Darbuca,199,5,225000
Castilla y León,Valladolid,Chalet,Calle San Ramon y San Luis,121,3,223541
Castilla y León,Valladolid,Piso,Zorrilla,259,7,700000
Castilla y León,Valladolid,Piso,Calle Real,60,1,85000
Castilla y León,Valladolid,Atico,Plaza de la Universidad,12083,3,550000
Castilla y León,Valladolid,Chalet,Calle Transversal del Monte,68,2,70000
Castilla y León,Valladolid,Chalet,Avenida de Jose Luis Lasa,553,6,398000
Castilla y León,Valladolid,Duplex,Calle Artistas,87,3,121000
Castilla y León,Valladolid,Piso,Calle Juan Garcia Hortelano 26,90,3,275000
Castilla y León,Valladolid,Piso,Calle Padre Manjon,80,3,119825
Castilla y León,Valladolid,Piso,Calle Barcelona,57,1,119574
Castilla y León,Valladolid,Chalet,Plaza Puente,93,3,179999
Castilla y León,Valladolid,Chalet,Carretera Cabezon,146,4,145327
Castilla y León,Valladolid,Piso,Avenida Prado Boyal,87,3,99000
Castilla y León,Valladolid,Piso,Calle Aurora,120,3,160273
Castilla y León,Valladolid,Chalet,Calle Prado 197,1063,3,360000
Castilla y León,Valladolid,Piso,Calle Barcelona,71,2,104997
Castilla y León,Valladolid,Piso,Calle Honduras,179,5,118840
Castilla y León,Valladolid,Piso,Calle del Manto,79,2,116895
Castilla y León,Valladolid,Piso,Calle del Hornija,91,3,65000
Castilla y León,Valladolid,Chalet,Calle Palomar,141,4,122860
Castilla y León,Valladolid,Piso,Calle del Final,99,3,194947
Castilla y León,Valladolid,Atico,Calle Soledad,15,2,122427
Castilla y León,Valladolid,Chalet,Calle Trilla,127,3,90000
Castilla y León,Valladolid,Piso,Arco de Ladrillo 82,109,1,197000
Castilla y León,Valladolid,Piso,Calle Nunez de Arce 21,151,4,440000
Castilla y León,Valladolid,Piso,Calle de los Milagros,74,2,124986
Castilla y León,Valladolid,Piso,Calle Real,60,1,79999
Castilla y León,Valladolid,Piso,Calle de Juan de Valladolid,85,3,180000
Castilla y León,Valladolid,Chalet,Calle Federico Garcia Lorca,120,4,150351
Castilla y León,Valladolid,Piso,Calle Fuente,87,3,137247
Castilla y León,Valladolid,Duplex,Calle Cementerio,113,3,94900
Castilla y León,Valladolid,Piso,Calle Parque Arturo Leon,111,3,114921
Castilla y León,Valladolid,Piso,Calle de Gabilondo,80,3,210000
Castilla y León,Valladolid,Piso,Plaza de Santa Maria,84,3,105000
Castilla y León,Valladolid,Piso,Calle del Puente Colgante,97,3,220000
Castilla y León,Valladolid,Piso,Calle Juan XXIII,81,3,119950
Castilla y León,Valladolid,Piso,Calle Paulina Harriet,164,5,675000
Castilla y León,Valladolid,Piso,Arco de Ladrillo,57,1,179121
Castilla y León,Valladolid,Piso,Calle del Doctor Sanchez Villares 26,80,2,165000
Castilla y León,Valladolid,Piso,Calle de la Galana,86,3,193200
Castilla y León,Valladolid,Atico,Calle Real del Norte,79,2,119000
Castilla y León,Valladolid,Chalet,Calle de Onesimo Redondo,171,5,239900
Castilla y León,Valladolid,Piso,Paseo Don Juan de Austria,134,4,138000
Castilla y León,Valladolid,Piso,Calle Pedro Perez Villar,60,2,139000
Castilla y León,Valladolid,Piso,Calle de Boston,45,1,210000
Castilla y León,Valladolid,Piso,Calle Salud,91,3,119900
Castilla y León,Valladolid,Piso,Calle Ciudad de la Habana,57,1,165000
Castilla y León,Valladolid,Chalet,Camino del Pinar,103,3,170000
Castilla y León,Valladolid,Piso,Calle Bajada de la Libertad,206,6,325000
Castilla y León,Valladolid,Piso,Calle de la Sierra de Gredos,43,1,115000
Castilla y León,Valladolid,Piso,Calle del Conde de Ribadeo,103,3,203000
Castilla y León,Valladolid,Chalet,Calle Virgen,136,4,195000
Castilla y León,Valladolid,Chalet,Calle Villalbarba,149,4,389000
Castilla y León,Valladolid,Piso,Calle Artesania,96,3,87000
Castilla y León,Valladolid,Piso,Calle San Anton,137,4,119900
Castilla y León,Valladolid,Chalet,Calle Tomas Bayon,147,4,219000
Castilla y León,Valladolid,Piso,Calle Peru,285,7,339999
Castilla y León,Valladolid,Chalet,Calle Hoces de Vegacervera,115,3,138000
Castilla y León,Valladolid,Piso,Calle Goya,132,4,205000
Castilla y León,Valladolid,Piso,Calle del Arzobispo Marcelo Gonzalez,84,3,105000
Castilla y León,Valladolid,Piso,Calle Marina de Escobar,64,2,229000
Castilla y León,Valladolid,Chalet,Calle Cristo Rey,105,3,270000
Castilla y León,Valladolid,Casa Rural,Calle Pozo,143,4,119900
Castilla y León,Valladolid,Piso,Calle de Enrique Cubero,144,4,239000
Castilla y León,Valladolid,Chalet,Calle Jacinto Benavente,46,1,120000
Castilla y León,Valladolid,Chalet,Camino Viejo del Polvorin,118,3,299999
Castilla y León,Valladolid,Chalet,Calle Olleros,135,4,68500
Castilla y León,Valladolid,Chalet,Calle Blas Sierra,188,5,99995
Castilla y León,Valladolid,Chalet,VP-3302,381,8,429000
Castilla y León,Valladolid,Chalet,Avenida Juan Carlos I,91,3,196000
Castilla y León,Valladolid,Casa Rural,Mojados,2369,4,80000
Castilla y León,Valladolid,Atico,Calle  de Lille s/n,106,3,357160
Castilla y León,Valladolid,Piso,Calle Vega 3,152,4,390000
Castilla y León,Valladolid,Piso,Cl Honduras 2,170,5,180000
Castilla y León,Valladolid,Atico,Calle  de Lille s/n,104,3,359770
Castilla y León,Valladolid,Piso,Delicias,83,3,95000
Castilla y León,Valladolid,Piso,Carcaba,75,2,134900
Castilla y León,Valladolid,Piso,Sector 5 Parcela 11,2300,3,273600
Castilla y León,Valladolid,Piso,Sector 5 Parcela 11,2300,3,265000
Castilla y León,Valladolid,Piso,Calle Maria Zambrano 5,131,4,299000
Castilla y León,Valladolid,Duplex,Calle Padre Manjon 45,80,2,149900
Castilla y León,Valladolid,Chalet,Avenida de Alamares del Cano 9,88,3,299000
Castilla y León,Valladolid,Piso,Calle Maria Zambrano 5,150,4,299000
Castilla y León,Valladolid,Piso,Sector 5 Parcela 11,2300,3,265000
Castilla y León,Valladolid,Piso,Paseo de Zorrilla 85,134,4,149900
Castilla y León,Valladolid,Piso,Sector 5 Parcela 11,2300,3,256600
Castilla y León,Valladolid,Piso,Sector 5 Parcela 11,2300,3,273600
Castilla y León,Valladolid,Piso,Calle de Panaderos 35,141,4,219000
Castilla y León,Valladolid,Piso,Santiago 24,135,4,560000
Castilla y León,Valladolid,Chalet,Panorama s/n,186,5,345000
Castilla y León,Valladolid,Piso,Calle Honduras,0,5,365000
Castilla y León,Valladolid,Chalet,FraccCanada Carrapenalb,3000,1,30000
Castilla y León,Valladolid,Chalet,Pozal de Gallinas,138,4,154000
Castilla y León,Valladolid,Chalet,Traspinedo,88,3,169000
Castilla y León,Valladolid,Piso,Po Zorrilla - Cuatro de Marzo,198,5,229990
Castilla y León,Valladolid,Piso,Delicias,118,3,85000
Castilla y León,Valladolid,Chalet,La Flecha - Monasterio del Prado,129,4,285000
Castilla y León,Valladolid,Chalet,Medina del Campo,119,3,29000
Castilla y León,Valladolid,Piso,Medina del Campo,93,3,73000
Castilla y León,Valladolid,Chalet,Boecillo,144,4,190000
Castilla y León,Valladolid,Chalet,Esguevillas de Esgueva,206,6,66500
Castilla y León,Valladolid,Chalet,Medina de Rioseco,208,6,123000
Castilla y León,Valladolid,Piso,Po Zorrilla - Cuatro de Marzo,107,3,369000
Castilla y León,Valladolid,Chalet,Valdestillas,123,4,79500
Castilla y León,Valladolid,Piso,Centro,108,3,249000
Castilla y León,Valladolid,Chalet,Camino Viejo de Simancas,750,4,475000
Castilla y León,Valladolid,Piso,Calle Eusebio Gonzalez Suarez,128,4,185000
Castilla y León,Valladolid,Piso,Calle de Manteria 30,151,4,230000
Castilla y León,Valladolid,Piso,Calle Amadeo Arias,82,3,219900
Castilla y León,Valladolid,Piso,joaquin velasco martin 3,123,4,345000
