Tipo de inmueble,Dirección,Precio,Habitaciones,m2
Piso,Caseriu O Piñeiral,135000,3,105
Piso,Mariñamansa,148000,3,104
Piso,Centro,285000,3,150
Piso,Calle do Progreso,249000,6,211
Piso,As Lagunas,188000,4,100
Piso,Centro,365000,4,229
Piso,Casco Viejo,149000,3,91
Chalet,Calle Ceibe,250000,5,192
Chalet,Calle Julia Minguillón,290000,5,160
Piso,Calle Vicente Risco,115000,2,76
Piso,Calle Río Cerves,139000,2,77
Duplex,CL FORNOS 12,110000,3,129
Piso,Calle Quintián,83435,2,78
Casa Rural,CAXAMONDE 4,65000,2,80
Chalet,Coles,240000,4,734
Piso,Casco Viejo,170000,4,153
Chalet,Allariz,180000,3,84
Piso,A Ponte,156000,3,82
Chalet,Calle Quins,80000,4,800
Chalet,Cesareo Gonzalez 64,385000,4,276
Duplex,O Vinteun,229000,3,170
Piso,Casco Viejo,132000,4,159
Piso,Couto,168000,3,85
Chalet,Barbadas,288000,3,82
Piso,A Ponte,172000,3,121
Piso,Casco Viejo,142000,2,45
Chalet,A Carballeira,595000,5,700
Piso,Universidad,119000,3,116
Piso,Centro,278000,3,95
Piso,Centro,134000,2,67
Duplex,Mariñamansa,230000,4,127
Piso,Centro,278000,3,95
Piso,Universidad,115000,3,85
Piso,Couto,168000,3,85
Chalet,Barbadas,288000,3,82
Piso,Av Portugal,160000,4,164
Chalet,Barrocanes,320000,4,200
Casa Rural,A Peroxa,475000,5,183
Piso,Posío,144000,3,105
Piso,Centro,365000,4,149
Chalet,Amoeiro,330000,3,487
Chalet,Barbadas,330000,3,115
Chalet,San Cibrao das Viñas,269000,5,260
Piso,Calle Serra Martiñá,177000,3,87
Piso,Calle a Granxa,125000,2,70
Piso,Calle a Granxa,98000,2,70
Piso,Centro,475000,4,191
Piso,O Vinteun,79000,3,113
Chalet,Cenlle,210000,5,318
Chalet,Nogueira de Ramuin,140000,4,740
Piso,Avenida de Buenos Aires,280000,4,130
Piso,A Ponte,205000,4,125
Chalet,Barbadas,240000,5,188
Chalet,O Vinteun,350000,6,1000
Chalet,As Lagunas,199990,4,185
Duplex,A Ponte,398000,4,150
Chalet,Coles,160000,3,1700
Piso,CL Concejo 18,330000,5,140
Ático,Calle Florentino Cuevillas,240000,2,30
Duplex,Couto,249000,5,124
Piso,Centro,210000,2,60
Piso,Avenida de Buenos Aires,153000,2,61
Piso,Calle Nosa Señora da Saínza,220000,3,92
Piso,Casco Viejo,195000,4,128
Piso,O Vinteun,150000,2,91
Piso,As Lagunas,223000,5,140
Piso,A Ponte,145000,4,127
Casa Rural,Esgos,97000,5,280
Piso,Centro,400000,4,40
Piso,Centro,255000,4,150
Piso,Calle Doutor Fleming,125000,3,94
Piso,Mariñamansa,139500,4,159
Piso,Calle Baño,165000,2,85
Chalet,N-120,75000,5,600
Piso,A Carballeira,134500,3,102
Piso,Barrocanes,130000,2,77
Chalet,Lugar Moreiras,260000,3,1000
Piso,Barrocanes,180000,3,95
Piso,Pz Alferez Provisional,175000,3,12
Chalet,Parada piñor,355000,4,990
Piso,Universidad,208000,3,119
Piso,Universidad,67000,3,100
Chalet,Aldea Montelongo Abaixo 13 A,299000,6,207
Chalet,Quintela - Los Pinos,67600,4,134
Piso,Vasco díaz tanco 10,85000,4,151
Chalet,Calle Aldea Dabaixo 34,70000,4,155
Piso,Centro,340000,3,104
