Provincia,descrip,Precio,Habitaciones,m²
Badajoz,Piso,298000,3,201
Badajoz,Chalet,460000,5,293
Badajoz,Chalet,520000,6,317
Badajoz,Casa Rural,40000,3,421
Badajoz,Chalet,298000,8,96
Badajoz,Chalet,170000,4,63
Badajoz,Piso,129000,2,112
Badajoz,Piso,166000,3,83
Badajoz,Chalet,166000,3,226
Badajoz,Piso,330000,3,290
Badajoz,Piso,169000,5,301
Badajoz,Casa Rural,180000,9,60
Badajoz,Piso,185000,4,79
Badajoz,Duplex,36000,5,78
Badajoz,Piso,230000,4,60
Badajoz,Piso,130900,2,69
Badajoz,Chalet,109990,3,90
Badajoz,Chalet,98500,5,67
Badajoz,Chalet,350000,8,85
Badajoz,Piso,62000,3,71
Badajoz,Chalet,129000,6,65
Badajoz,Piso,89900,4,74
Badajoz,Piso,130000,2,166
Badajoz,Piso,138000,3,240
Badajoz,Duplex,650000,6,300
Badajoz,Piso,137260,3,322
Badajoz,Piso,138000,3,434
Badajoz,Chalet,30000,8,45
Badajoz,Piso,485000,5,84
Badajoz,Chalet,90000,4,69
Badajoz,Chalet,52000,2,98
Badajoz,Chalet,85000,5,236
Badajoz,Piso,75000,3,279
Badajoz,Chalet,99000,5,308
Badajoz,Piso,166000,2,96
Badajoz,Piso,49000,3,61
Badajoz,Piso,59500,2,74
Badajoz,Ático,325000,4,74
Badajoz,Chalet,99000,3,93
Badajoz,Chalet,130000,3,83
Badajoz,Piso,135000,3,141
Badajoz,Piso,159990,4,217
Badajoz,Chalet,97850,4,275
Badajoz,Piso,250000,5,381
Badajoz,Chalet,290000,5,438
Badajoz,Piso,112000,4,251
Badajoz,Chalet,238000,4,81
Badajoz,Chalet,87000,4,277
Badajoz,Chalet,235000,10,110
Badajoz,Casa Rural,125000,6,218
Badajoz,Piso,79995,1,259
Badajoz,Chalet,190000,7,397
Badajoz,Chalet,67000,2,86
Badajoz,Chalet,240000,5,82
Badajoz,Piso,107000,4,68
Badajoz,Chalet,50000,6,98
Badajoz,Casa Rural,120000,1,82
Badajoz,Piso,200000,4,109
Badajoz,Piso,85000,3,159
Badajoz,Piso,164000,3,201
Badajoz,Piso,99000,3,271
Badajoz,Piso,98500,3,394
Badajoz,Chalet,620000,8,458
Badajoz,Chalet,153185,4,71
Badajoz,Casa Rural,115000,3,67
Badajoz,Chalet,290000,5,46
Badajoz,Piso,164000,3,70
Badajoz,Chalet,50000,6,249
Badajoz,Casa Rural,120000,3,251
Badajoz,Piso,107000,4,368
Badajoz,Casa Rural,125000,6,95
Badajoz,Chalet,17000,3,174
Badajoz,Piso,282000,4,69
Badajoz,Piso,65000,4,87
Badajoz,Duplex,335000,4,67
Badajoz,Chalet,112000,3,60
Badajoz,Piso,85000,3,195
Badajoz,Piso,90000,3,62
Badajoz,Piso,128999,4,71
Badajoz,Chalet,640000,20,74
Badajoz,Piso,195000,3,82
Badajoz,Chalet,105000,4,159
Badajoz,Piso,147500,4,217
Badajoz,Chalet,199000,5,266
Badajoz,Piso,599000,5,326
Badajoz,Chalet,220000,8,422
Badajoz,Ático,249000,4,54
Badajoz,Piso,132500,3,104
Badajoz,Chalet,108000,5,85
Badajoz,Piso,41600,2,115
Badajoz,Chalet,400000,5,212
Badajoz,Chalet,215000,3,277
Badajoz,Piso,335000,6,368
Badajoz,Duplex,60500,0,85
Badajoz,Casa Rural,1300000,10,89
Badajoz,Piso,114000,2,92
Badajoz,Piso,85000,1,98
Badajoz,Casa Rural,78000,3,98
Badajoz,Piso,50000,3,65
Badajoz,Piso,255000,3,171
Badajoz,Chalet,205000,3,205
Badajoz,Chalet,1499000,4,290
Badajoz,Piso,47400,4,373
Badajoz,Chalet,33400,3,437
Badajoz,Casa Rural,440000,6,118
Badajoz,Duplex,60500,0,65
Badajoz,Piso,114000,2,84
Badajoz,Piso,57300,3,56
Badajoz,Casa Rural,440000,6,203
Badajoz,Chalet,33400,3,98
Badajoz,Chalet,189990,3,213
Badajoz,Piso,32000,3,253
Badajoz,Chalet,1499000,4,300
Badajoz,Casa Rural,60000,5,70
Badajoz,Ático,145000,3,67
Badajoz,Casa Rural,66000,3,86
Badajoz,Casa Rural,175000,5,50
Badajoz,Casa Rural,32000,3,180
Badajoz,Piso,43000,1,248
Badajoz,Piso,153000,3,281
Badajoz,Piso,185000,4,392
Badajoz,Piso,157000,3,406
Badajoz,Casa Rural,70000,4,120
Badajoz,Casa Rural,62000,4,98
Badajoz,Chalet,270000,4,66
Badajoz,Ático,176000,3,60
Badajoz,Piso,270000,4,241
Badajoz,Piso,126000,3,299
Badajoz,Piso,160000,2,316
Badajoz,Ático,118000,2,88
Badajoz,Ático,111000,2,98
Badajoz,Piso,89000,2,63
Badajoz,Chalet,175000,4,68
Badajoz,Piso,308500,5,75
Badajoz,Piso,130000,3,64
Badajoz,Piso,86400,3,100
Badajoz,Piso,75000,3,68
Badajoz,Piso,125000,4,78
Badajoz,Piso,82000,3,195
Badajoz,Chalet,199000,4,66
Badajoz,Casa Rural,42000,3,198
Badajoz,Duplex,64900,3,227
Badajoz,Chalet,75000,3,267
Badajoz,Duplex,59000,3,302
Badajoz,Piso,43700,3,451
Badajoz,Chalet,78300,4,78
Badajoz,Piso,145000,3,50
Badajoz,Piso,43700,3,95
Badajoz,Piso,33200,3,100
Badajoz,Chalet,124000,5,238
Badajoz,Piso,38400,3,252
Badajoz,Chalet,350000,6,357
Badajoz,Piso,43700,3,77
Badajoz,Chalet,39000,3,78
Badajoz,Chalet,250000,8,88
Badajoz,Piso,43700,3,87
Badajoz,Piso,43700,3,72
Badajoz,Chalet,280000,4,108
Badajoz,Chalet,170000,4,163
Badajoz,Piso,92000,4,240
Badajoz,Piso,33300,2,286
Badajoz,Piso,43700,3,382
Badajoz,Chalet,159000,6,480
Badajoz,Chalet,199000,4,100
Badajoz,Piso,110000,3,86
Badajoz,Piso,137500,4,120
Badajoz,Chalet,245000,4,83
Badajoz,Chalet,234500,3,236
Badajoz,Piso,43700,3,251
Badajoz,Piso,159000,3,393
Badajoz,Casa Rural,2500000,4,82
Badajoz,Piso,43700,3,80
Badajoz,Piso,42300,3,95
Badajoz,Piso,43700,3,96
Badajoz,Piso,27900,2,60
Badajoz,Chalet,380000,8,69
Badajoz,Piso,240000,4,181
Badajoz,Piso,180000,4,238
Badajoz,Piso,22100,3,274
Badajoz,Chalet,348000,5,331
Badajoz,Chalet,195000,3,418
Badajoz,Casa Rural,650000,1,93
Badajoz,Chalet,320000,5,53
Badajoz,Casa Rural,115000,6,68
Badajoz,Piso,119000,2,54
Badajoz,Chalet,195000,3,242
Badajoz,Piso,250000,4,275
Badajoz,Piso,165000,5,377
Badajoz,Piso,41500,1,66
Badajoz,Casa Rural,190000,4,64
Badajoz,Piso,244000,4,91
Badajoz,Ático,158000,2,100
Badajoz,Casa Rural,115000,6,96
Badajoz,Casa Rural,45000,4,69
Badajoz,Piso,97000,2,83
Badajoz,Piso,250000,3,67
Badajoz,Chalet,150000,6,68
Badajoz,Piso,240000,3,68
Badajoz,Chalet,62000,6,92
Badajoz,Piso,188000,2,165
Badajoz,Casa Rural,200000,3,249
Badajoz,Piso,93500,4,270
Badajoz,Piso,180000,4,315
Badajoz,Chalet,135000,2,489
Badajoz,Piso,147000,3,120
Badajoz,Chalet,58500,3,53
Badajoz,Chalet,399000,5,111
Badajoz,Chalet,280000,4,103
Badajoz,Piso,34000,1,233
Badajoz,Piso,32400,3,258
Badajoz,Piso,236000,4,340
Badajoz,Piso,165000,3,60
Badajoz,Piso,650000,5,83
Badajoz,Chalet,65500,3,77
Badajoz,Piso,108900,3,72
Badajoz,Chalet,127500,3,67
Badajoz,Piso,68900,3,100
Badajoz,Piso,93600,3,179
Badajoz,Piso,259000,5,204
Badajoz,Piso,102300,3,272
Badajoz,Chalet,80500,3,379
Badajoz,Chalet,99000,2,492
Badajoz,Piso,230000,4,108
Badajoz,Chalet,101600,4,111
Badajoz,Chalet,450000,5,72
Badajoz,Chalet,99000,2,51
Badajoz,Piso,93600,3,207
Badajoz,Piso,57000,3,90
Badajoz,Chalet,33500,2,245
Badajoz,Piso,165000,3,250
Badajoz,Piso,49400,3,300
Badajoz,Piso,78800,3,62
Badajoz,Chalet,107000,3,83
Badajoz,Piso,83000,3,78
Badajoz,Piso,395000,4,88
Badajoz,Piso,73700,3,145
Badajoz,Chalet,55500,3,232
Badajoz,Chalet,240000,4,250
Badajoz,Piso,77300,3,346
Badajoz,Piso,145000,3,401
Badajoz,Chalet,101600,4,111
Badajoz,Piso,75000,2,97
Badajoz,Piso,80300,3,90
Badajoz,Chalet,480000,5,72
Badajoz,Piso,48200,3,228
Badajoz,Chalet,33000,3,253
Badajoz,Piso,102300,3,389
Badajoz,Chalet,86800,3,182
Badajoz,Chalet,49500,3,69
Badajoz,Chalet,77200,3,86
Badajoz,Piso,265000,4,100
Badajoz,Chalet,240000,1,66
Badajoz,Chalet,60300,3,99
Badajoz,Piso,240000,5,73
Badajoz,Casa Rural,250000,4,90
Badajoz,Piso,137000,2,67
Badajoz,Piso,39400,2,94
Badajoz,Piso,124600,4,84
Badajoz,Chalet,69000,3,198
Badajoz,Casa Rural,55000,2,211
Badajoz,Piso,204000,4,295
Badajoz,Piso,259000,5,339
Badajoz,Chalet,40000,3,430
Badajoz,Piso,125900,3,105
Badajoz,Piso,80700,3,71
Badajoz,Piso,91700,3,45
Badajoz,Piso,101500,3,48
Badajoz,Chalet,120800,3,236
Badajoz,Chalet,114500,3,297
Badajoz,Piso,71000,4,355
Badajoz,Chalet,101600,4,99
Badajoz,Piso,62000,3,182
Badajoz,Piso,64800,3,96
Badajoz,Piso,259000,5,68
Badajoz,Chalet,120000,3,174
Badajoz,Chalet,80500,3,106
Badajoz,Chalet,65500,3,140
Badajoz,Chalet,115000,2,236
Badajoz,Chalet,86800,3,250
Badajoz,Chalet,128000,3,376
Badajoz,Piso,124600,4,433
Badajoz,Chalet,55500,3,66
Badajoz,Piso,74600,3,100
Badajoz,Chalet,57100,3,118
Badajoz,Chalet,188500,5,45
Badajoz,Piso,102300,3,213
Badajoz,Chalet,230000,3,263
Badajoz,Chalet,99000,2,359
Badajoz,Chalet,90600,3,77
Badajoz,Piso,77300,3,195
Badajoz,Chalet,299990,6,61
Badajoz,Chalet,49500,3,69
Badajoz,Chalet,67400,3,99
Badajoz,Casa Rural,55000,2,68
Badajoz,Chalet,116700,3,174
Badajoz,Chalet,344000,5,222
Badajoz,Casa Rural,125000,2,258
Badajoz,Chalet,33500,2,343
Badajoz,Piso,137000,2,469
Badajoz,Piso,259000,5,46
Badajoz,Chalet,130000,5,65
Badajoz,Casa Rural,350000,4,59
Badajoz,Chalet,300000,5,52
Badajoz,Chalet,54000,3,249
Badajoz,Duplex,150000,3,276
Badajoz,Piso,260000,4,363
Badajoz,Piso,265000,4,88
Badajoz,Piso,97000,4,78
Badajoz,Piso,87000,3,99
Badajoz,Casa Rural,350000,4,72
Badajoz,Chalet,102000,4,66
Badajoz,Piso,150000,3,65
Badajoz,Chalet,125000,2,71
Badajoz,Chalet,96000,4,79
Badajoz,Piso,380000,4,78
Badajoz,Piso,50000,4,69
Badajoz,Chalet,49000,4,106
Badajoz,Chalet,995000,6,193
Badajoz,Chalet,300000,5,250
Badajoz,Chalet,130000,5,276
Badajoz,Casa Rural,110000,8,375
Badajoz,Ático,295000,3,486
Badajoz,Chalet,130000,5,75
Badajoz,Chalet,85000,3,114
Badajoz,Ático,295000,4,100
Badajoz,Chalet,88200,3,106
Badajoz,Chalet,56000,3,245
Badajoz,Duplex,150000,3,252
Badajoz,Chalet,54000,3,360
Badajoz,Chalet,130000,4,92
Badajoz,Piso,92200,3,92
Badajoz,Chalet,290000,4,69
Badajoz,Piso,63200,3,69
Badajoz,Duplex,231500,3,78
Badajoz,Piso,157900,3,90
Badajoz,Piso,170000,8,142
Badajoz,Chalet,30000,0,232
Badajoz,Piso,110000,3,251
Badajoz,Chalet,130000,4,328
Badajoz,Chalet,180000,3,424
Badajoz,Chalet,107000,3,66
Badajoz,Chalet,349990,4,61
Badajoz,Chalet,350000,8,85
Badajoz,Chalet,240000,5,62
Badajoz,Chalet,348000,4,215
Badajoz,Chalet,44000,2,63
Badajoz,Chalet,295000,5,248
Badajoz,Chalet,125000,2,271
Badajoz,Chalet,180000,3,253
Badajoz,Piso,330000,4,85
Badajoz,Piso,205000,3,84
Badajoz,Casa Rural,160000,3,174
Badajoz,Casa Rural,372000,5,46
Badajoz,Chalet,65000,3,186
Badajoz,Chalet,625000,10,201
Badajoz,Piso,199900,4,291
Badajoz,Chalet,348000,4,358
Badajoz,Piso,165000,2,468
Badajoz,Piso,157900,3,101
Badajoz,Casa Rural,154900,10,80
Badajoz,Chalet,369900,5,50
Badajoz,Chalet,350000,8,104
Badajoz,Chalet,140000,4,246
Badajoz,Chalet,30000,0,295
Badajoz,Chalet,130000,4,331
Badajoz,Chalet,130000,3,81
Badajoz,Chalet,600000,7,82
Badajoz,Chalet,349990,4,69
Badajoz,Ático,130000,4,61
Badajoz,Piso,81000,3,94
Badajoz,Casa Rural,74000,4,72
Badajoz,Chalet,180000,5,78
Badajoz,Duplex,231500,3,70
Badajoz,Piso,124900,4,73
Badajoz,Piso,89900,3,66
Badajoz,Piso,61000,2,59
Badajoz,Chalet,270000,5,127
Badajoz,Piso,305000,2,243
Badajoz,Piso,56000,2,288
Badajoz,Chalet,358500,7,387
Badajoz,Piso,130000,3,463
Badajoz,Piso,240000,3,108
Badajoz,Duplex,166000,3,97
Badajoz,Chalet,46000,3,48
Badajoz,Chalet,250000,4,45
Badajoz,Piso,240000,3,233
Badajoz,Piso,89900,3,282
Badajoz,Chalet,99500,4,311
Badajoz,Piso,61000,5,93
Badajoz,Piso,77000,3,189
Badajoz,Chalet,73500,3,76
Badajoz,Piso,305000,2,92
Badajoz,Chalet,250000,4,85
Badajoz,Piso,56000,2,96
Badajoz,Piso,63000,2,120
Badajoz,Duplex,218000,5,226
Badajoz,Chalet,460000,5,295
Badajoz,Chalet,37183,4,390
Badajoz,Piso,205000,2,486
Badajoz,Piso,46000,4,54
Badajoz,Piso,51000,2,90
Badajoz,Chalet,125000,4,101
Badajoz,Duplex,216000,3,101
Badajoz,Piso,74880,2,250
Badajoz,Chalet,46000,3,289
Badajoz,Piso,86990,3,383
Badajoz,Chalet,147000,5,71
Badajoz,Piso,77000,3,60
Badajoz,Chalet,297500,5,79
Badajoz,Piso,185000,3,62
Badajoz,Piso,71500,3,66
Badajoz,Piso,54000,2,86
Badajoz,Piso,180000,3,145
Badajoz,Piso,154000,3,217
Badajoz,Chalet,60000,3,262
Badajoz,Piso,130000,3,331
Badajoz,Chalet,270000,5,426
Badajoz,Duplex,166000,3,94
Badajoz,Piso,61000,2,71
Badajoz,Piso,60000,3,102
Badajoz,Piso,155000,3,57
Badajoz,Chalet,299500,5,224
Badajoz,Piso,96000,2,261
Badajoz,Chalet,358500,7,304
Badajoz,Chalet,360000,5,66
Badajoz,Piso,71500,3,69
Badajoz,Piso,54000,2,96
Badajoz,Piso,96000,2,75
Badajoz,Chalet,147000,5,95
Badajoz,Casa Rural,95000,5,87
Badajoz,Chalet,149900,2,87
Badajoz,Casa Rural,43000,5,98
Badajoz,Chalet,46000,4,262
Badajoz,Chalet,164900,4,96
Badajoz,Chalet,42000,3,82
Badajoz,Piso,69900,3,200
Badajoz,Piso,59000,3,234
Badajoz,Casa Rural,75000,6,276
Badajoz,Chalet,78900,3,392
Badajoz,Piso,255000,4,456
Badajoz,Chalet,29500,3,86
Badajoz,Piso,72000,3,51
Badajoz,Casa Rural,19950,4,91
Badajoz,Chalet,65000,3,195
Badajoz,Piso,247000,4,250
Badajoz,Ático,249000,3,259
Badajoz,Chalet,138500,3,396
Badajoz,Duplex,210000,3,98
Badajoz,Piso,80000,4,277
Badajoz,Piso,148000,3,60
Badajoz,Chalet,76500,4,83
Badajoz,Piso,88000,3,83
Badajoz,Piso,249000,6,105
Badajoz,Chalet,220000,4,176
Badajoz,Chalet,92999,2,207
Badajoz,Piso,55000,2,253
Badajoz,Chalet,180000,6,352
Badajoz,Piso,68000,4,439
Badajoz,Piso,50000,2,54
Badajoz,Chalet,16900,3,111
Badajoz,Casa Rural,10000,2,73
Badajoz,Piso,52000,2,108
Badajoz,Chalet,127500,4,220
Badajoz,Chalet,349000,6,67
Badajoz,Piso,250000,5,203
Badajoz,Chalet,90000,7,286
Badajoz,Chalet,127500,4,283
Badajoz,Piso,58000,2,89
Badajoz,Chalet,365000,4,64
Badajoz,Chalet,235000,5,92
Badajoz,Ático,112000,3,90
Badajoz,Piso,250000,5,165
Badajoz,Piso,55000,2,211
Badajoz,Piso,599000,5,274
Badajoz,Casa Rural,10000,2,349
Badajoz,Piso,49000,2,451
Badajoz,Piso,52000,2,76
Badajoz,Piso,52000,2,93
Badajoz,Piso,50000,2,77
Badajoz,Chalet,110000,3,107
Badajoz,Chalet,90000,7,217
Badajoz,Chalet,127900,6,274
Badajoz,Piso,58000,2,323
Badajoz,Piso,41000,3,189
Badajoz,Piso,75000,3,98
Badajoz,Piso,189000,2,97
Badajoz,Casa Rural,68000,4,76
Badajoz,Chalet,180000,6,97
Badajoz,Piso,68000,4,74
Badajoz,Chalet,71700,4,65
Badajoz,Piso,125000,4,70
Badajoz,Piso,55000,2,95
Badajoz,Piso,50000,2,62
Badajoz,Casa Rural,405000,4,65
Badajoz,Duplex,17500,2,174
Badajoz,Chalet,470000,5,228
Badajoz,Chalet,430000,6,265
Badajoz,Piso,105000,2,382
Badajoz,Piso,146000,3,472
Badajoz,Piso,69000,3,105
Badajoz,Piso,260000,6,84
Badajoz,Piso,146000,3,90
Badajoz,Chalet,69900,3,65
Badajoz,Piso,124200,3,249
Badajoz,Piso,103500,3,262
Badajoz,Chalet,880000,6,318
Badajoz,Piso,150000,1,84
Badajoz,Piso,99000,4,67
Badajoz,Piso,125000,2,84
Badajoz,Chalet,54500,2,75
Badajoz,Casa Rural,192000,4,65
Badajoz,Casa Rural,120000,3,80
Badajoz,Piso,77000,2,141
Badajoz,Chalet,45000,4,246
Badajoz,Piso,124200,3,280
Badajoz,Chalet,430000,6,339
Badajoz,Chalet,295000,3,483
Badajoz,Piso,250000,3,95
Badajoz,Piso,115000,3,94
Badajoz,Chalet,375000,5,54
Badajoz,Piso,75000,3,72
Badajoz,Ático,325000,4,243
Badajoz,Piso,146000,3,272
Badajoz,Piso,69000,3,304
Badajoz,Ático,310900,4,70
Badajoz,Chalet,250000,4,65
Badajoz,Chalet,70000,5,95
Badajoz,Piso,70000,3,90
Badajoz,Chalet,65000,2,62
Badajoz,Piso,250000,5,61
Badajoz,Duplex,250000,3,125
Badajoz,Piso,95000,3,218
Badajoz,Chalet,200000,3,165
Badajoz,Piso,285000,4,313
Badajoz,Chalet,60000,3,471
Badajoz,Piso,175000,7,86
Badajoz,Chalet,106000,3,59
Badajoz,Chalet,340000,5,118
Badajoz,Piso,98000,3,174
Badajoz,Piso,55000,3,215
Badajoz,Piso,184000,2,255
Badajoz,Piso,103500,3,305
Badajoz,Chalet,73500,3,100
Badajoz,Piso,189900,3,99
Badajoz,Chalet,250000,4,78
Badajoz,Chalet,60000,3,94
Badajoz,Piso,260000,6,87
Badajoz,Piso,77900,3,100
Badajoz,Chalet,375000,5,71
Badajoz,Piso,125000,2,81
Badajoz,Casa Rural,192000,4,61
Badajoz,Piso,175000,7,70
Badajoz,Chalet,250000,4,97
Badajoz,Piso,250000,5,144
Badajoz,Piso,112000,3,233
Badajoz,Piso,430000,7,265
Badajoz,Chalet,73500,3,306
Badajoz,Chalet,470000,5,419
Badajoz,Piso,105000,2,72
Badajoz,Piso,139900,3,109
Badajoz,Chalet,45000,2,119
Badajoz,Ático,231500,3,100
Badajoz,Piso,150000,1,221
Badajoz,Piso,55000,3,294
Badajoz,Piso,69000,3,371
Badajoz,Piso,49999,3,95
Badajoz,Piso,103500,3,93
Badajoz,Piso,67000,3,75
Badajoz,Chalet,345000,5,80
Badajoz,Piso,115000,3,60
Badajoz,Piso,135000,3,54
Badajoz,Piso,49900,3,180
Badajoz,Piso,86000,2,218
Badajoz,Duplex,225000,3,264
Badajoz,Chalet,32000,3,341
Badajoz,Chalet,230000,5,479
Badajoz,Chalet,309000,5,114
Badajoz,Piso,186500,3,96
Badajoz,Piso,86400,3,114
Badajoz,Chalet,198000,4,100
Badajoz,Piso,90000,3,229
Badajoz,Piso,147500,3,81
Badajoz,Chalet,490000,6,235
Badajoz,Piso,53000,3,257
Badajoz,Piso,93000,3,265
Badajoz,Piso,160000,3,69
Badajoz,Chalet,95000,4,78
Badajoz,Piso,135000,3,62
Badajoz,Chalet,122000,4,105
Badajoz,Chalet,87000,3,185
Badajoz,Duplex,58500,4,209
Badajoz,Piso,69000,3,165
Badajoz,Casa Rural,35000,5,372
Badajoz,Chalet,98000,4,411
Badajoz,Ático,450000,4,107
Badajoz,Piso,49900,3,195
Badajoz,Piso,19000,2,70
Badajoz,Chalet,370000,5,47
Badajoz,Piso,86400,3,205
Badajoz,Piso,100000,3,253
Badajoz,Piso,130000,3,395
Badajoz,Piso,415000,7,66
Badajoz,Piso,198000,3,86
Badajoz,Piso,37000,3,90
Badajoz,Piso,257000,3,94
Badajoz,Piso,53000,3,182
Badajoz,Chalet,198000,10,63
Badajoz,Duplex,140000,4,63
Badajoz,Chalet,35000,3,71
Badajoz,Chalet,32000,3,100
Badajoz,Casa Rural,170000,5,72
Badajoz,Piso,90000,3,81
Badajoz,Chalet,140000,4,123
Badajoz,Chalet,230000,5,236
Badajoz,Piso,120000,2,290
Badajoz,Chalet,309000,5,347
Badajoz,Piso,63000,3,406
Badajoz,Piso,186500,3,76
Badajoz,Casa Rural,41000,4,49
Badajoz,Piso,147500,3,83
Badajoz,Chalet,55000,5,77
Badajoz,Chalet,490000,6,210
Badajoz,Piso,93000,3,260
Badajoz,Piso,175000,7,383
Badajoz,Chalet,125900,3,71
Badajoz,Chalet,51000,4,88
Badajoz,Piso,160000,4,100
Badajoz,Chalet,725000,15,98
Badajoz,Piso,175000,7,66
Badajoz,Piso,100000,4,106
Badajoz,Piso,118900,3,176
Badajoz,Piso,135000,2,246
Badajoz,Piso,110000,3,256
Badajoz,Piso,65000,4,359
Badajoz,Duplex,112000,3,469
Badajoz,Piso,149000,3,64
Badajoz,Chalet,131000,2,98
Badajoz,Casa Rural,75000,4,117
Badajoz,Chalet,150000,4,54
Badajoz,Piso,189500,3,236
Badajoz,Chalet,300000,4,262
Badajoz,Piso,165000,3,371
Badajoz,Chalet,155000,4,69
Badajoz,Piso,160000,3,68
Badajoz,Piso,200000,3,84
Badajoz,Piso,328900,4,75
Badajoz,Chalet,125900,3,92
Badajoz,Piso,80000,3,58
Badajoz,Piso,99000,3,162
Badajoz,Chalet,240000,4,203
Badajoz,Piso,219000,4,274
Badajoz,Piso,40600,1,389
Badajoz,Chalet,44000,3,476
Badajoz,Piso,335000,5,50
Badajoz,Chalet,144900,2,84
Badajoz,Piso,49875,1,56
Badajoz,Piso,190000,3,108
Badajoz,Chalet,280000,4,248
Badajoz,Chalet,205000,4,292
Badajoz,Chalet,62000,4,312
Badajoz,Piso,154000,3,91
Badajoz,Piso,43900,1,84
Badajoz,Piso,120000,3,87
Badajoz,Piso,20500,3,84
Badajoz,Piso,85000,3,62
Badajoz,Chalet,144900,2,71
Badajoz,Piso,97500,3,93
Badajoz,Piso,190000,3,65
Badajoz,Chalet,120000,5,87
Badajoz,Piso,60000,3,71
Badajoz,Piso,335000,5,92
Badajoz,Chalet,205000,4,124
Badajoz,Piso,219000,4,202
Badajoz,Piso,120000,3,250
Badajoz,Piso,20500,3,305
Badajoz,Piso,43900,1,497
Badajoz,Piso,154000,3,51
Badajoz,Piso,40600,1,59
Badajoz,Casa Rural,174900,5,75
Badajoz,Chalet,120000,5,110
Badajoz,Casa Rural,130000,3,216
Badajoz,Casa Rural,249000,5,289
Badajoz,Chalet,25000,3,317
Badajoz,Chalet,70000,5,369
Badajoz,Chalet,90000,4,61
Badajoz,Chalet,400000,9,98
Badajoz,Duplex,189500,3,96
Badajoz,Piso,180000,4,60
Badajoz,Piso,47400,4,54
Badajoz,Chalet,289500,4,130
Badajoz,Chalet,68000,3,241
Badajoz,Ático,37000,5,289
Badajoz,Chalet,189000,6,317
Badajoz,Chalet,226000,3,438
Badajoz,Casa Rural,255000,3,102
Badajoz,Chalet,118000,3,111
Badajoz,Chalet,340000,4,79
Badajoz,Casa Rural,250000,16,109
Badajoz,Piso,89900,3,222
Badajoz,Chalet,120000,7,66
Badajoz,Piso,84000,3,201
Badajoz,Piso,60000,3,263
Badajoz,Casa Rural,75000,4,299
Badajoz,Chalet,600000,3,63
Badajoz,Piso,290000,3,78
Badajoz,Piso,100000,3,65
Badajoz,Ático,150000,2,108
Badajoz,Piso,170000,5,169
Badajoz,Chalet,113000,5,205
Badajoz,Chalet,185000,4,264
Badajoz,Chalet,90000,8,356
Badajoz,Chalet,169900,4,433
Badajoz,Casa Rural,38900,2,53
Badajoz,Piso,45000,4,65
Badajoz,Ático,325000,4,61
Badajoz,Piso,105000,3,51
Badajoz,Casa Rural,249000,5,227
Badajoz,Casa Rural,60000,4,294
Badajoz,Chalet,92000,4,363
Badajoz,Piso,200000,6,73
Badajoz,Chalet,330000,5,85
Badajoz,Piso,125500,4,89
Badajoz,Ático,37000,5,70
Badajoz,Chalet,68000,3,82
Badajoz,Chalet,390000,7,61
Badajoz,Chalet,185000,1,92
Badajoz,Chalet,300000,8,94
Badajoz,Chalet,260000,8,90
Badajoz,Chalet,150000,4,92
Badajoz,Chalet,189000,6,52
Badajoz,Piso,209000,3,158
Badajoz,Piso,89900,3,217
Badajoz,Piso,290000,3,263
Badajoz,Chalet,375000,5,306
Badajoz,Casa Rural,350000,6,437
Badajoz,Piso,180000,4,82
Badajoz,Casa Rural,150000,4,53
Badajoz,Casa Rural,395000,6,104
Badajoz,Chalet,320000,4,48
Badajoz,Chalet,230000,3,230
Badajoz,Chalet,120000,5,266
Badajoz,Chalet,226000,3,332
Badajoz,Casa Rural,189000,10,73
Badajoz,Piso,250000,3,75
Badajoz,Casa Rural,72000,4,86
Badajoz,Duplex,270000,4,91
Badajoz,Chalet,185000,4,80
Badajoz,Chalet,189000,6,91
Badajoz,Chalet,169900,4,144
Badajoz,Piso,190000,4,240
Badajoz,Chalet,345000,10,253
Badajoz,Chalet,320000,4,319
Badajoz,Piso,250000,3,490
Badajoz,Chalet,226000,3,51
Badajoz,Chalet,57700,3,83
Badajoz,Casa Rural,350000,6,53
Badajoz,Chalet,170000,4,113
Badajoz,Chalet,110000,3,234
Badajoz,Piso,47400,4,251
Badajoz,Casa Rural,255000,3,309
Badajoz,Chalet,68000,3,100
Badajoz,Piso,290000,3,60
Badajoz,Chalet,92000,4,68
Badajoz,Chalet,105000,4,74
Badajoz,Chalet,289500,4,64
Badajoz,Chalet,127500,5,114
Badajoz,Piso,180000,4,179
Badajoz,Casa Rural,395000,6,205
Badajoz,Piso,105000,3,165
Badajoz,Chalet,600000,3,317
Badajoz,Casa Rural,150000,5,408
Badajoz,Chalet,276000,6,76
Badajoz,Piso,84000,3,82
Badajoz,Casa Rural,325000,8,69
Badajoz,Casa Rural,75000,4,70
Badajoz,Chalet,45000,7,212
Badajoz,Piso,85000,3,273
Badajoz,Casa Rural,150000,4,390
Badajoz,Piso,200000,6,84
Badajoz,Piso,114000,3,189
Badajoz,Chalet,159900,5,79
Badajoz,Piso,76500,4,93
Badajoz,Piso,209000,3,99
Badajoz,Chalet,270000,4,73
Badajoz,Chalet,109000,3,68
Badajoz,Ático,37000,5,363
Badajoz,Chalet,70000,5,97
Badajoz,Piso,250000,3,70
Badajoz,Chalet,185000,4,118
