Provincia,descrip,Precio,Habitaciones,m²
Murcia,Ático,140000,3,230
Murcia,Piso,170000,3,295
Murcia,Ático,210000,3,398
Murcia,Duplex,150000,3,472
Murcia,Piso,39900,3,51
Murcia,Piso,135000,3,97
Murcia,Piso,95000,2,109
Murcia,Chalet,302000,3,84
Murcia,Piso,125000,2,203
Murcia,Piso,104900,2,266
Murcia,Chalet,341000,4,300
Murcia,Casa Rural,350000,5,66
Murcia,Piso,125000,3,75
Murcia,Piso,120000,3,91
Murcia,Piso,90000,3,92
Murcia,Duplex,240000,4,85
Murcia,Piso,150000,2,103
Murcia,Piso,75000,2,150
Murcia,Chalet,80000,5,209
Murcia,Piso,65000,2,252
Murcia,Chalet,90000,4,307
Murcia,Piso,195000,4,436
Murcia,Casa Rural,359000,4,81
Murcia,Piso,95000,3,109
Murcia,Piso,128000,3,114
Murcia,Chalet,170000,3,61
Murcia,Piso,220000,2,243
Murcia,Ático,169000,3,259
Murcia,Estudio,107550,0,346
Murcia,Chalet,180000,6,98
Murcia,Piso,85500,3,84
Murcia,Piso,160000,4,67
Murcia,Piso,115000,3,77
Murcia,Piso,130000,2,67
Murcia,Ático,180000,4,73
Murcia,Chalet,105000,2,68
Murcia,Chalet,67900,2,89
Murcia,Piso,67000,1,75
Murcia,Ático,125000,1,97
Murcia,Piso,125000,3,82
Murcia,Piso,150000,3,190
Murcia,Piso,148000,2,218
Murcia,Piso,135000,3,263
Murcia,Ático,390000,3,398
Murcia,Piso,169900,3,460
Murcia,Piso,95000,2,67
Murcia,Piso,90000,2,119
Murcia,Piso,136000,3,78
Murcia,Casa Rural,55000,4,113
Murcia,Chalet,160000,3,226
Murcia,Piso,115000,1,263
Murcia,Piso,80000,2,366
Murcia,Piso,99000,3,66
Murcia,Piso,99000,3,97
Murcia,Chalet,80000,3,83
Murcia,Chalet,290000,4,70
Murcia,Ático,125000,1,62
Murcia,Piso,115000,2,109
Murcia,Chalet,100000,5,161
Murcia,Piso,115000,3,236
Murcia,Chalet,395000,4,280
Murcia,Chalet,195000,8,329
Murcia,Piso,80000,3,469
Murcia,Piso,66000,2,98
Murcia,Chalet,225000,2,49
Murcia,Ático,111000,3,92
Murcia,Chalet,125000,2,97
Murcia,Casa Rural,210000,3,212
Murcia,Piso,85000,3,81
Murcia,Piso,85000,3,207
Murcia,Piso,80000,3,263
Murcia,Piso,70000,1,285
Murcia,Piso,185000,2,79
Murcia,Piso,115000,3,68
Murcia,Chalet,56000,1,84
Murcia,Piso,70000,3,102
Murcia,Chalet,170000,5,200
Murcia,Chalet,160000,3,200
Murcia,Chalet,95000,5,255
Murcia,Chalet,97000,3,354
Murcia,Chalet,79000,3,472
Murcia,Piso,185000,2,110
Murcia,Chalet,72000,4,85
Murcia,Casa Rural,58000,4,108
Murcia,Chalet,130000,3,113
Murcia,Chalet,59000,3,211
Murcia,Piso,125000,2,280
Murcia,Piso,230000,7,318
Murcia,Chalet,200000,3,99
Murcia,Piso,320000,5,93
Murcia,Chalet,850000,4,67
Murcia,Chalet,85000,3,63
Murcia,Chalet,85000,4,84
Murcia,Piso,130000,2,73
Murcia,Piso,230000,4,87
Murcia,Piso,125000,2,62
Murcia,Piso,115000,3,63
Murcia,Casa Rural,340000,2,92
Murcia,Piso,150000,3,56
Murcia,Piso,185000,4,155
Murcia,Piso,119000,4,224
Murcia,Piso,64800,1,259
Murcia,Piso,88000,4,386
Murcia,Piso,83000,3,435
Murcia,Chalet,199000,9,87
Murcia,Piso,349950,5,108
Murcia,Ático,189900,3,182
Murcia,Piso,470000,4,72
Murcia,Piso,69900,3,222
Murcia,Piso,560000,4,284
Murcia,Chalet,215000,4,315
Murcia,Piso,128500,2,69
Murcia,Piso,363227,3,86
Murcia,Chalet,68500,2,95
Murcia,Chalet,389000,4,90
Murcia,Chalet,495000,4,99
Murcia,Chalet,125000,3,54
Murcia,Chalet,300000,3,125
Murcia,Piso,71900,3,243
Murcia,Piso,319000,5,289
Murcia,Piso,165000,3,360
Murcia,Chalet,459500,5,419
Murcia,Duplex,170000,4,76
Murcia,Ático,179900,3,116
Murcia,Ático,330000,3,71
Murcia,Piso,470000,3,98
Murcia,Chalet,1450000,5,249
Murcia,Piso,134900,2,274
Murcia,Piso,125000,3,393
Murcia,Ático,229000,3,65
Murcia,Chalet,239900,3,94
Murcia,Duplex,250000,4,82
Murcia,Chalet,275000,4,97
Murcia,Chalet,148000,5,79
Murcia,Duplex,298000,4,82
Murcia,Piso,400000,3,140
Murcia,Piso,165000,3,247
Murcia,Piso,295000,3,293
Murcia,Chalet,310000,4,339
Murcia,Piso,250000,1,445
Murcia,Chalet,799950,4,60
Murcia,Piso,139579,2,56
Murcia,Chalet,494900,5,46
Murcia,Chalet,72000,2,57
Murcia,Piso,490000,4,221
Murcia,Piso,119000,3,280
Murcia,Chalet,35000,3,312
Murcia,Piso,80000,4,71
Murcia,Piso,96000,3,75
Murcia,Chalet,220000,3,91
Murcia,Chalet,580000,8,72
Murcia,Piso,356800,4,84
Murcia,Piso,318000,3,77
Murcia,Piso,325700,3,75
Murcia,Piso,156000,4,80
Murcia,Piso,48000,3,90
Murcia,Piso,87000,2,99
Murcia,Piso,42000,3,174
Murcia,Piso,102000,2,171
Murcia,Piso,69000,3,234
Murcia,Ático,146000,3,256
Murcia,Chalet,339000,3,342
Murcia,Chalet,104000,4,445
Murcia,Piso,119900,2,61
Murcia,Piso,43000,3,63
Murcia,Piso,52000,3,65
Murcia,Piso,42000,3,54
Murcia,Chalet,215000,3,210
Murcia,Chalet,155000,3,277
Murcia,Piso,98000,3,337
Murcia,Piso,32000,2,62
Murcia,Chalet,143000,3,82
Murcia,Chalet,98000,3,72
Murcia,Piso,116000,3,70
Murcia,Piso,71000,3,67
Murcia,Chalet,76000,3,45
Murcia,Chalet,303000,3,131
Murcia,Piso,380000,3,239
Murcia,Ático,975400,4,254
Murcia,Piso,218000,4,391
Murcia,Piso,676100,4,491
Murcia,Piso,90000,3,48
Murcia,Piso,90000,3,50
Murcia,Piso,609600,2,75
Murcia,Piso,539300,3,80
Murcia,Piso,99000,5,217
Murcia,Ático,280500,3,78
Murcia,Piso,114000,2,250
Murcia,Piso,420000,5,261
Murcia,Casa Rural,80000,3,283
Murcia,Piso,395000,4,99
Murcia,Chalet,92000,3,100
Murcia,Piso,720000,4,100
Murcia,Piso,60625,2,81
Murcia,Piso,325000,4,133
Murcia,Piso,120000,2,232
Murcia,Piso,106000,2,291
Murcia,Piso,690000,3,383
Murcia,Piso,79000,2,424
Murcia,Piso,115000,3,59
Murcia,Duplex,479300,4,50
Murcia,Chalet,140000,8,70
Murcia,Piso,396800,4,64
Murcia,Chalet,900000,4,249
Murcia,Piso,257500,2,297
Murcia,Piso,403500,4,348
Murcia,Piso,173500,1,61
Murcia,Piso,379500,4,80
Murcia,Chalet,445000,5,100
Murcia,Piso,283500,3,63
Murcia,Piso,170000,1,97
Murcia,Chalet,650000,6,73
Murcia,Duplex,157000,3,64
Murcia,Piso,94000,3,91
Murcia,Chalet,199000,3,95
Murcia,Ático,268000,3,66
Murcia,Piso,95000,3,87
Murcia,Ático,268000,4,155
Murcia,Duplex,75000,2,232
Murcia,Piso,109900,3,264
Murcia,Piso,40000,3,312
Murcia,Piso,31000,3,483
Murcia,Piso,59000,3,82
Murcia,Chalet,54000,3,99
Murcia,Piso,69920,3,46
Murcia,Piso,99900,2,78
Murcia,Ático,109500,2,239
Murcia,Chalet,143000,3,282
Murcia,Piso,98000,3,379
Murcia,Piso,97300,3,91
Murcia,Piso,85000,3,68
Murcia,Chalet,181000,3,64
Murcia,Piso,65000,3,66
Murcia,Piso,59000,3,64
Murcia,Chalet,97000,3,77
Murcia,Piso,230000,2,164
Murcia,Piso,92700,3,219
Murcia,Piso,575000,5,281
Murcia,Piso,78000,3,375
Murcia,Piso,46000,3,496
Murcia,Piso,43000,3,94
Murcia,Piso,121000,3,53
Murcia,Piso,41000,3,107
Murcia,Piso,92000,3,60
Murcia,Piso,550000,4,207
Murcia,Chalet,79000,3,258
Murcia,Piso,71000,3,310
Murcia,Piso,33500,3,72
Murcia,Piso,129000,3,66
Murcia,Piso,63000,3,92
Murcia,Casa Rural,275000,7,496
Murcia,Piso,37000,2,80
Murcia,Chalet,350000,4,56
Murcia,Piso,88000,4,161
Murcia,Piso,79739,1,243
Murcia,Chalet,157000,3,251
Murcia,Piso,31500,2,396
Murcia,Chalet,346000,2,479
Murcia,Duplex,124000,3,61
Murcia,Piso,238000,3,76
Murcia,Piso,94000,3,65
Murcia,Piso,59000,3,110
Murcia,Piso,279000,3,208
Murcia,Duplex,142500,2,296
Murcia,Chalet,141000,2,305
Murcia,Piso,156000,3,93
Murcia,Casa Rural,196000,6,64
Murcia,Chalet,104000,3,69
Murcia,Piso,54883,2,85
Murcia,Piso,54000,2,80
Murcia,Chalet,474300,15,93
Murcia,Piso,105000,2,93
Murcia,Chalet,125000,3,97
Murcia,Chalet,450000,3,81
Murcia,Piso,137000,3,73
Murcia,Piso,213250,2,114
Murcia,Piso,285550,3,128
Murcia,Piso,249400,3,214
Murcia,Piso,312725,3,270
Murcia,Piso,266023,2,382
Murcia,Piso,382900,4,412
Murcia,Duplex,439804,4,87
Murcia,Piso,191525,2,64
Murcia,Ático,485600,3,174
Murcia,Chalet,289900,4,84
Murcia,Piso,400900,4,208
Murcia,Chalet,299900,2,287
Murcia,Duplex,486827,4,376
Murcia,Piso,442000,4,69
Murcia,Chalet,315000,4,83
Murcia,Piso,296800,3,75
Murcia,Piso,232725,2,97
Murcia,Chalet,219900,3,70
Murcia,Piso,311450,3,64
Murcia,Piso,43000,3,180
Murcia,Ático,474830,3,221
Murcia,Piso,325000,3,258
Murcia,Piso,292725,2,353
Murcia,Piso,193600,3,462
Murcia,Piso,214775,2,99
Murcia,Piso,242880,3,118
Murcia,Chalet,350000,4,85
Murcia,Piso,289950,3,107
Murcia,Duplex,397265,4,213
Murcia,Piso,204800,3,58
Murcia,Piso,82000,2,226
Murcia,Piso,277440,3,300
Murcia,Piso,165700,3,253
Murcia,Piso,170275,1,78
Murcia,Ático,856000,4,73
Murcia,Piso,304900,3,100
Murcia,Chalet,475000,4,78
Murcia,Piso,251400,3,170
Murcia,Chalet,410000,4,232
Murcia,Chalet,405000,4,259
Murcia,Chalet,385000,3,399
Murcia,Chalet,455000,3,496
Murcia,Chalet,124000,3,116
Murcia,Piso,241900,3,106
Murcia,Piso,349000,3,97
Murcia,Piso,397000,3,54
Murcia,Piso,91000,3,245
Murcia,Ático,365900,3,265
Murcia,Piso,285000,3,360
Murcia,Piso,67000,1,77
Murcia,Chalet,495999,8,92
Murcia,Chalet,334999,5,84
Murcia,Piso,360000,3,93
Murcia,Chalet,425500,3,64
Murcia,Ático,941000,4,97
Murcia,Piso,425000,4,90
Murcia,Piso,23000,3,91
Murcia,Piso,29000,3,82
Murcia,Piso,90000,3,72
Murcia,Piso,340000,3,96
Murcia,Piso,51000,3,130
Murcia,Duplex,88200,3,223
Murcia,Chalet,69000,4,274
Murcia,Ático,125000,3,300
Murcia,Piso,29000,2,426
Murcia,Piso,127200,3,105
Murcia,Chalet,54900,3,53
Murcia,Piso,150000,3,82
Murcia,Piso,549000,6,49
Murcia,Piso,319000,4,204
Murcia,Piso,270000,3,299
Murcia,Piso,395000,4,312
Murcia,Chalet,149500,3,182
Murcia,Chalet,1285000,5,91
Murcia,Chalet,212500,4,97
Murcia,Piso,159000,4,91
Murcia,Piso,180000,4,95
Murcia,Piso,79000,2,74
Murcia,Piso,79500,2,199
Murcia,Chalet,701250,4,243
Murcia,Piso,180500,3,260
Murcia,Piso,255000,4,304
Murcia,Piso,438900,5,495
Murcia,Piso,320000,3,70
Murcia,Chalet,507000,3,73
Murcia,Chalet,169900,2,56
Murcia,Piso,450000,5,89
Murcia,Piso,240000,3,204
Murcia,Piso,89000,4,253
Murcia,Casa Rural,490000,6,354
Murcia,Piso,398900,4,74
Murcia,Piso,89000,3,81
Murcia,Duplex,142500,2,87
Murcia,Piso,30000,3,98
Murcia,Casa Rural,59000,2,73
Murcia,Chalet,300000,3,99
Murcia,Piso,235000,4,193
Murcia,Ático,150000,2,212
Murcia,Chalet,425000,3,291
Murcia,Chalet,200000,3,322
Murcia,Piso,98000,2,403
Murcia,Piso,380000,6,88
Murcia,Piso,235500,2,51
Murcia,Piso,117000,2,116
Murcia,Piso,163000,3,64
Murcia,Chalet,355000,3,235
Murcia,Piso,102000,2,287
Murcia,Chalet,358000,3,360
Murcia,Piso,428350,3,78
Murcia,Chalet,341000,3,81
Murcia,Piso,157000,3,97
Murcia,Piso,113720,2,76
Murcia,Chalet,349000,3,72
Murcia,Duplex,229000,3,78
Murcia,Chalet,188500,4,64
Murcia,Piso,108000,2,80
Murcia,Duplex,195000,2,79
Murcia,Piso,162000,3,85
Murcia,Piso,169000,3,66
Murcia,Piso,159626,2,185
Murcia,Piso,241400,3,243
Murcia,Piso,99900,2,289
Murcia,Chalet,284900,3,380
Murcia,Chalet,295000,3,489
Murcia,Piso,234449,3,105
Murcia,Piso,271400,3,58
Murcia,Piso,299000,4,46
Murcia,Piso,165000,3,100
Murcia,Piso,260000,3,238
Murcia,Chalet,269900,3,284
Murcia,Piso,260450,3,319
Murcia,Chalet,420000,3,73
Murcia,Chalet,455500,3,78
Murcia,Chalet,154000,3,70
Murcia,Piso,169000,2,68
Murcia,Chalet,185000,2,63
Murcia,Ático,447928,3,117
Murcia,Piso,256000,3,128
Murcia,Piso,252400,3,243
Murcia,Chalet,250000,5,280
Murcia,Piso,75000,3,370
Murcia,Piso,205590,2,472
Murcia,Piso,327465,4,102
Murcia,Ático,484265,3,59
Murcia,Piso,120000,2,108
Murcia,Piso,120000,3,52
Murcia,Chalet,76000,7,245
Murcia,Piso,179805,2,120
Murcia,Chalet,155000,4,232
Murcia,Chalet,294900,3,281
Murcia,Piso,101900,3,258
Murcia,Piso,145100,3,97
Murcia,Piso,144600,3,78
Murcia,Piso,199000,2,94
Murcia,Piso,360000,3,115
Murcia,Piso,145100,3,161
Murcia,Chalet,150000,3,216
Murcia,Piso,162000,3,271
Murcia,Piso,110000,3,312
Murcia,Piso,145100,3,413
Murcia,Piso,74000,2,87
Murcia,Piso,184900,3,80
Murcia,Piso,77000,3,91
Murcia,Piso,350427,4,56
Murcia,Ático,520000,4,222
Murcia,Piso,167000,2,278
Murcia,Piso,190000,3,308
Murcia,Piso,175000,4,97
Murcia,Piso,298124,3,86
Murcia,Piso,215000,2,85
Murcia,Piso,120000,2,68
Murcia,Piso,287664,3,60
Murcia,Piso,319045,4,262
Murcia,Chalet,395000,4,88
Murcia,Duplex,280000,3,78
Murcia,Piso,106300,2,89
Murcia,Piso,76200,3,75
Murcia,Ático,550000,4,81
Murcia,Piso,132000,3,183
Murcia,Piso,328200,3,207
Murcia,Piso,395000,4,261
Murcia,Piso,382500,3,368
Murcia,Ático,298800,2,405
Murcia,Piso,184995,2,45
Murcia,Piso,267200,3,116
Murcia,Piso,314000,4,68
Murcia,Piso,310000,3,68
Murcia,Piso,309995,4,233
Murcia,Piso,217600,2,281
Murcia,Piso,319000,3,312
Murcia,Chalet,104000,3,73
Murcia,Piso,98950,1,95
Murcia,Piso,446000,4,95
Murcia,Piso,132850,3,87
Murcia,Piso,226600,2,90
Murcia,Piso,221995,3,108
Murcia,Chalet,263000,4,161
Murcia,Piso,352700,4,231
Murcia,Piso,268400,2,290
Murcia,Piso,210000,2,379
Murcia,Ático,488200,3,407
Murcia,Piso,245000,2,107
Murcia,Piso,295000,2,55
Murcia,Piso,370000,3,64
Murcia,Chalet,253000,7,84
Murcia,Piso,104196,3,223
Murcia,Piso,47298,3,259
Murcia,Duplex,88200,3,371
Murcia,Piso,195000,3,189
Murcia,Duplex,183000,4,72
Murcia,Ático,445000,3,189
Murcia,Duplex,235000,4,71
Murcia,Piso,93000,1,97
Murcia,Chalet,225000,4,75
Murcia,Piso,59900,1,188
Murcia,Chalet,227385,5,224
Murcia,Chalet,253000,4,274
Murcia,Chalet,260000,4,398
Murcia,Ático,517270,3,417
Murcia,Piso,133000,2,45
Murcia,Piso,110000,4,99
Murcia,Chalet,352500,2,94
Murcia,Piso,327125,4,100
Murcia,Piso,359838,4,217
Murcia,Ático,345000,4,290
Murcia,Chalet,388000,3,319
Murcia,Piso,105000,1,63
Murcia,Piso,168000,3,86
Murcia,Piso,212500,3,63
Murcia,Piso,156900,1,99
Murcia,Piso,115800,3,63
Murcia,Chalet,750000,5,90
Murcia,Chalet,150000,4,82
Murcia,Piso,306000,3,62
Murcia,Piso,35000,2,97
Murcia,Chalet,429900,3,189
Murcia,Piso,31000,2,91
Murcia,Piso,86900,3,125
Murcia,Piso,39000,2,250
Murcia,Piso,70500,2,286
Murcia,Piso,75000,4,335
Murcia,Chalet,350000,4,468
Murcia,Piso,36500,2,88
Murcia,Piso,54000,2,80
Murcia,Chalet,750000,4,67
Murcia,Piso,33000,2,101
Murcia,Piso,100000,4,233
Murcia,Piso,135000,1,287
Murcia,Piso,68000,3,305
Murcia,Piso,106000,2,67
Murcia,Chalet,20000,2,70
Murcia,Piso,108583,2,63
Murcia,Chalet,99900,3,174
Murcia,Chalet,650000,4,85
Murcia,Piso,106000,3,195
Murcia,Piso,106000,3,136
Murcia,Chalet,66868,2,216
Murcia,Casa Rural,250000,4,285
Murcia,Piso,89950,2,303
Murcia,Chalet,336000,4,451
Murcia,Casa Rural,56000,3,75
Murcia,Piso,320000,5,369
Murcia,Chalet,64900,6,47
Murcia,Duplex,163000,4,104
Murcia,Piso,63000,2,236
Murcia,Chalet,84900,3,64
Murcia,Piso,90000,3,226
Murcia,Piso,189000,3,267
Murcia,Piso,74000,3,284
Murcia,Piso,134950,2,61
Murcia,Casa Rural,100000,1,75
Murcia,Chalet,76000,3,64
Murcia,Piso,345000,4,109
Murcia,Ático,350000,3,159
Murcia,Piso,114000,3,242
Murcia,Ático,265000,2,287
Murcia,Chalet,355000,3,313
Murcia,Piso,58396,2,491
Murcia,Piso,240000,3,117
Murcia,Piso,84000,1,99
Murcia,Chalet,155000,4,277
Murcia,Piso,400000,4,69
Murcia,Piso,265000,3,238
Murcia,Ático,268000,3,271
Murcia,Piso,105000,2,343
Murcia,Chalet,995000,5,83
Murcia,Piso,150000,2,65
Murcia,Chalet,135000,3,93
Murcia,Duplex,175000,3,82
Murcia,Piso,135000,1,97
Murcia,Ático,140000,1,90
Murcia,Piso,110000,1,75
Murcia,Piso,63000,3,84
Murcia,Piso,141400,4,92
Murcia,Piso,85000,1,83
Murcia,Piso,142000,3,57
Murcia,Piso,320000,4,170
Murcia,Piso,100000,1,234
Murcia,Piso,139000,3,257
Murcia,Chalet,141000,2,400
Murcia,Chalet,95000,3,471
Murcia,Piso,195000,3,106
Murcia,Chalet,550000,5,67
Murcia,Piso,41000,2,85
Murcia,Piso,86540,3,56
Murcia,Duplex,315000,4,233
Murcia,Piso,57000,4,284
Murcia,Duplex,104000,3,384
Murcia,Piso,140000,4,81
Murcia,Duplex,86000,3,82
Murcia,Piso,92999,3,78
Murcia,Ático,118000,2,89
Murcia,Chalet,76000,3,73
Murcia,Piso,90000,4,80
Murcia,Chalet,149000,3,193
Murcia,Ático,205000,3,224
Murcia,Chalet,990000,5,271
Murcia,Piso,41000,2,390
Murcia,Chalet,61000,3,415
Murcia,Chalet,65000,3,73
Murcia,Piso,94000,3,66
Murcia,Piso,284900,4,262
Murcia,Ático,380000,3,99
Murcia,Chalet,186000,4,232
Murcia,Piso,89000,3,267
Murcia,Piso,484300,3,397
Murcia,Ático,319000,4,60
Murcia,Piso,124980,3,98
Murcia,Chalet,252520,2,96
Murcia,Piso,99900,2,93
Murcia,Chalet,600000,4,97
Murcia,Ático,299000,3,49
Murcia,Ático,99000,3,123
Murcia,Piso,74600,3,203
Murcia,Piso,84000,3,275
Murcia,Duplex,171900,3,373
Murcia,Piso,259000,3,461
Murcia,Chalet,350000,4,107
Murcia,Chalet,395900,3,109
Murcia,Duplex,116000,2,53
Murcia,Chalet,53900,2,116
Murcia,Casa Rural,105000,3,217
Murcia,Piso,179000,2,294
Murcia,Piso,95500,2,378
Murcia,Chalet,1475000,5,65
Murcia,Piso,99000,1,87
Murcia,Piso,279000,4,78
Murcia,Piso,289000,4,74
Murcia,Chalet,90000,1,84
Murcia,Piso,269000,3,99
Murcia,Piso,160000,1,97
Murcia,Piso,295000,3,91
Murcia,Piso,92000,3,86
Murcia,Ático,554600,2,84
Murcia,Duplex,234000,5,66
Murcia,Piso,340000,3,175
Murcia,Casa Rural,160000,2,225
Murcia,Piso,336000,3,263
Murcia,Chalet,142000,2,372
Murcia,Chalet,344400,4,459
Murcia,Piso,144900,3,69
Murcia,Piso,423000,3,66
Murcia,Duplex,65600,3,46
Murcia,Chalet,380000,3,75
Murcia,Piso,72500,2,212
Murcia,Piso,185000,1,276
Murcia,Piso,260000,2,306
Murcia,Piso,143925,3,67
Murcia,Piso,89900,2,96
Murcia,Chalet,690000,3,62
Murcia,Piso,52500,2,78
Murcia,Piso,47000,2,82
Murcia,Duplex,218000,3,87
Murcia,Casa Rural,120000,3,183
Murcia,Piso,119750,2,213
Murcia,Chalet,460000,5,281
Murcia,Piso,62000,3,338
Murcia,Piso,71000,3,433
Murcia,Duplex,270000,4,92
Murcia,Casa Rural,250000,4,64
Murcia,Chalet,370000,4,86
Murcia,Piso,358000,3,112
Murcia,Casa Rural,135000,5,220
Murcia,Piso,71820,3,76
Murcia,Piso,335000,4,237
Murcia,Casa Rural,120000,4,299
Murcia,Piso,254000,2,277
Murcia,Piso,48700,3,62
Murcia,Casa Rural,190000,4,89
Murcia,Piso,106000,3,94
Murcia,Casa Rural,69950,4,53
Murcia,Chalet,79000,3,136
Murcia,Duplex,183000,4,209
Murcia,Casa Rural,225000,3,252
Murcia,Piso,125000,4,318
Murcia,Duplex,75000,3,459
Murcia,Piso,46500,2,56
Murcia,Piso,266000,2,54
Murcia,Piso,110000,3,59
Murcia,Ático,45000,1,52
Murcia,Casa Rural,110000,3,207
Murcia,Duplex,171000,4,263
Murcia,Piso,50388,2,306
Murcia,Piso,214500,2,79
Murcia,Chalet,250000,4,99
Murcia,Chalet,106000,3,92
Murcia,Chalet,76000,3,95
Murcia,Duplex,120000,3,70
Murcia,Chalet,79000,3,73
Murcia,Piso,195000,3,195
Murcia,Piso,71000,3,91
Murcia,Casa Rural,229000,4,87
Murcia,Chalet,253000,4,94
Murcia,Casa Rural,85000,3,81
Murcia,Piso,95000,3,128
Murcia,Piso,89000,3,250
Murcia,Chalet,385000,4,260
Murcia,Piso,79500,2,303
Murcia,Casa Rural,82000,3,486
Murcia,Casa Rural,220000,4,110
Murcia,Piso,55000,3,103
Murcia,Piso,238000,2,76
Murcia,Piso,540000,5,102
Murcia,Piso,358200,4,208
Murcia,Piso,84100,3,278
Melilla,Piso,199900,2,388
Melilla,Piso,200000,3,86
Melilla,Duplex,389000,3,97
Melilla,Piso,283000,3,85
Melilla,Piso,158000,4,75
Melilla,Chalet,240000,4,86
Melilla,Chalet,495000,7,103
Melilla,Piso,89000,1,146
Melilla,Piso,274000,4,207
Melilla,Piso,282000,2,295
Melilla,Piso,180000,2,332
Melilla,Piso,210000,3,460
Melilla,Piso,189500,3,98
Melilla,Piso,139500,1,45
Melilla,Piso,315000,4,96
Melilla,Chalet,519000,8,105
Melilla,Ático,760000,4,238
Melilla,Ático,305000,3,165
Melilla,Piso,255000,3,397
Melilla,Ático,412000,4,69
Melilla,Piso,260000,3,195
Melilla,Piso,152000,4,75
Melilla,Chalet,490000,5,86
Melilla,Piso,186000,3,93
Melilla,Piso,180000,3,83
Melilla,Chalet,360000,4,190
Melilla,Piso,265000,3,227
Melilla,Ático,195000,2,300
Melilla,Ático,760000,4,342
Melilla,Piso,160000,3,424
Melilla,Chalet,390000,5,62
Melilla,Ático,145000,2,85
Melilla,Ático,590000,5,51
Melilla,Piso,325000,4,90
Melilla,Piso,185000,2,211
Melilla,Chalet,550000,3,289
Melilla,Ático,650000,4,312
Melilla,Ático,155000,3,98
Melilla,Piso,260000,3,76
Melilla,Chalet,240000,4,81
Melilla,Piso,260000,3,91
Melilla,Chalet,240000,4,78
Melilla,Ático,760000,4,65
Melilla,Piso,238000,3,85
Melilla,Piso,315000,4,80
Melilla,Ático,250000,2,89
Melilla,Piso,235000,3,90
Melilla,Piso,245000,4,56
Melilla,Chalet,240000,3,137
Melilla,Piso,250000,4,233
Melilla,Piso,125000,3,285
Melilla,Ático,405000,4,367
Melilla,Ático,255000,3,434
Melilla,Piso,108000,1,91
Melilla,Chalet,380000,3,114
Melilla,Ático,440000,4,90
Melilla,Piso,177000,2,92
Melilla,Piso,120000,2,233
Melilla,Chalet,299000,7,267
Melilla,Ático,180000,2,325
Melilla,Ático,285000,3,75
Melilla,Chalet,560000,6,93
Melilla,Piso,125000,2,67
Melilla,Piso,385000,2,80
Melilla,Piso,165000,4,85
Melilla,Piso,215000,4,109
Melilla,Piso,125000,2,158
Melilla,Piso,168000,3,217
Melilla,Piso,135000,2,275
Melilla,Chalet,490000,5,333
Melilla,Piso,315000,4,416
Melilla,Ático,170000,3,92
Melilla,Piso,250000,3,81
Melilla,Piso,189000,3,71
Melilla,Chalet,420000,4,73
Melilla,Piso,169000,2,60
Melilla,Ático,310000,3,63
Melilla,Piso,180000,2,222
Melilla,Piso,280000,4,291
Melilla,Ático,195000,2,290
Melilla,Piso,105000,2,68
Melilla,Piso,190000,2,81
Melilla,Piso,180000,3,100
Melilla,Piso,170000,3,107
Melilla,Piso,185000,3,128
Melilla,Piso,245000,2,226
Melilla,Piso,165000,4,272
Melilla,Piso,175000,2,384
Melilla,Chalet,260000,4,496
Melilla,Chalet,320000,4,72
Melilla,Chalet,180000,3,60
Melilla,Piso,290000,4,112
Melilla,Ático,395000,4,53
Melilla,Piso,230000,3,235
Melilla,Chalet,225000,4,266
Melilla,Piso,185000,3,372
Melilla,Piso,215000,4,100
Melilla,Piso,210000,3,77
Melilla,Piso,186000,3,91
Melilla,Ático,395000,3,72
Melilla,Piso,160000,3,195
Melilla,Chalet,368000,4,86
Melilla,Chalet,460000,4,60
Melilla,Chalet,369000,4,69
Melilla,Ático,255000,3,71
Melilla,Piso,350000,4,100
Melilla,Piso,412000,4,82
Melilla,Piso,215000,4,131
Melilla,Piso,100600,2,245
Melilla,Chalet,235000,3,266
Melilla,Piso,280000,4,341
Melilla,Piso,180000,2,494
Melilla,Piso,248000,4,109
Melilla,Chalet,265000,7,98
Melilla,Piso,333333,2,66
Melilla,Piso,245000,4,119
Melilla,Piso,295000,6,216
Melilla,Piso,260000,3,272
Melilla,Piso,235000,3,398
Melilla,Piso,129000,2,72
Melilla,Ático,180000,2,81
Melilla,Piso,106000,1,91
Melilla,Piso,155000,3,65
Melilla,Ático,365000,3,99
Melilla,Ático,230000,3,107
Melilla,Piso,115000,1,138
Melilla,Piso,175000,3,243
Melilla,Duplex,300000,2,291
Melilla,Piso,245000,3,382
Melilla,Chalet,210000,5,491
Melilla,Piso,95000,1,64
Melilla,Piso,250000,4,70
Melilla,Piso,475000,4,112
Melilla,Piso,115000,1,101
Melilla,Piso,250000,3,212
Melilla,Chalet,185000,3,250
Melilla,Piso,255000,4,336
Melilla,Piso,267000,4,68
Melilla,Chalet,490000,6,62
Melilla,Chalet,460000,4,81
Melilla,Piso,165000,3,182
Melilla,Piso,300000,4,74
Melilla,Piso,215000,2,81
Melilla,Piso,450000,4,144
Melilla,Piso,160000,4,211
Melilla,Ático,345000,6,265
Melilla,Piso,110000,1,302
Melilla,Chalet,500000,5,436
Melilla,Piso,88000,2,112
Melilla,Ático,291000,2,79
Melilla,Piso,395000,3,195
Melilla,Chalet,330000,5,403
